Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2791633,http://www.monkeytreeservices.com,/companies/2791633-monkey-tree-services?searched_category_id=444&service_area=1851381,"Locally owned and operated. Not being a big box company we can cater to you individaual needs, and dont have the ridgidity of larger companies.  Support a local company founded and operating in your backyard. Check us out at:
www.monkeytreeservices.com ",monkey-tree-services,2011-09-29T16:09:56.000-04:00,NA,"Serving Vancouver, Burnaby, New Westminster, Richmond, North & West Vancouver",24-7,High Quality and Certified Tree Work,"Complete Tree Services including Tree Pruning, Tree Removals, Fertilizing, Cable and Bracing, Chipping, Stump-Grinding, Development Advice, Certified Arborist Reporting, Any/All Tree Requirments.",We use Stihl Power tools and environmentally sound Oil Products.,"High tree and spurless climbing specialists, ornamental and medium sized tree shaping and pruning, difficult stump removals, Arborist reporting and development supervision",2001,4,"Cash, Cheque, E-Transfer",Above Industry Standards,Fully Licenced,Fully Acredited,TRUE,TRUE,Free Estimates,Free Estimates,TRUE,FALSE,Satisfaction Guaranteed,1854685,Monkey Tree Services,116,107,5,9.82243,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2011-09-29T16:39:20.000-04:00,FALSE,0,0,9,10,FALSE,6588a5437762a8669b874ccd5038bd1479fcd48b,TRUE,2022-09-23T13:49:42.000-04:00,TRUE,TRUE,1851381,98.1863996287,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2909018,https://www.devinearboriculture.ca/,/companies/2909018-devine-arboricultural-solutions?searched_category_id=444&service_area=2148412,"‘Holistic tree care: managing the interface between the urban environment and natural ecosystems’. We offer Tree Pruning, Tree Removal, Arborist Removal Services. High quality, honest tree care serving the greater Vancouver area. Almost 14 years of international experience and qualifications. Fully insured and WorkSafe compliant. Consider us for your tree care needs!

Full service Tree Care company!",devine-arboricultural-solutions,2018-02-06T19:23:03.000-05:00,NA,NA,NA,Arborist Inventories and Reports,"Tree Pruning, Removal, Inspection,Cabling & Bracing and Planting. Stump grinding also available","Husqvarna, Silky saws",Large and difficult tree removal and pruning,2016,NA,,,ISA Certified Arborist #P8007A TRAQ Certified Arborist Wildlife and Danger tree Assessor #P2350 Indu,,TRUE,TRUE,,,TRUE,FALSE,,1971203,Devine Arboricultural Solutions,35,33,157,9.90909,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2018-02-06T19:23:30.000-05:00,FALSE,0,0,141,0,FALSE,f2d776e702b96a78bc6a7a1a266be425bcb1d7b7,TRUE,2022-05-09T20:17:54.000-04:00,TRUE,TRUE,2148412,95.5501396008,444,NA,NA,devinearbor
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2810246,NA,/companies/2810246-sumo-stump-grinding?searched_category_id=444&service_area=1881892,NA,sumo-stump-grinding,2013-05-21T19:31:24.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1873246,Sumo Stump Grinding ,2,2,0,9,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2013-05-21T19:31:25.000-04:00,FALSE,0,0,0,NA,FALSE,4a03bed14ce5f64fda692adc88dbe2ba7ed34639,FALSE,2013-05-21T19:35:29.000-04:00,FALSE,FALSE,1881892,74.4753992837,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2790113,NA,/companies/2790113-stumpmaster-tree-stump-removal?searched_category_id=444&service_area=1849204,NA,stumpmaster-tree-stump-removal,2011-08-23T17:14:50.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1853165,Stump Master Tree Stump Removal,1,1,0,10,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2011-10-03T19:36:55.000-04:00,FALSE,0,0,0,NA,FALSE,62b62f6bcb4eec2db0df55d1c2f2f4d924538162,FALSE,NA,TRUE,FALSE,1849204,65.6995506902,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2784334,NA,/companies/2784334-a1-tricraft-tree-services?searched_category_id=444&service_area=1840455,NA,a1-tricraft-tree-services,2011-02-20T00:05:49.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1847386,A1 Tricraft Tree Services,11,8,0,7,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2011-02-20T00:05:50.000-05:00,FALSE,0,0,0,NA,FALSE,7344f20baea8f5c0b180c783e79320fdabd9d3e4,FALSE,2016-09-17T15:56:06.000-04:00,FALSE,FALSE,1840455,51.3245045241,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2930753,NA,/companies/2930753-tree-mendous?searched_category_id=444&service_area=2196380,NA,tree-mendous,2019-05-07T12:47:52.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1992927,Tree-Mendous,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2019-05-07T12:48:25.000-04:00,FALSE,0,0,0,0,FALSE,a7d7a2fc04ce8a435893e4463d1f8b772fc017c5,FALSE,NA,TRUE,FALSE,2196380,0,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2856532,NA,/companies/2856532-tree-people?searched_category_id=444&service_area=1981739,NA,tree-people,2014-07-14T18:29:28.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1918962,Tree People,4,3,0,10,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,2017-05-01T17:24:37.000-04:00,FALSE,FALSE,1981739,86.1494463257,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2805780,NA,/companies/2805780-hawleyscape-tree-service-ltd?searched_category_id=444&service_area=1873099,NA,hawleyscape-tree-service-ltd,2013-02-09T00:55:41.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1868780,Hawleyscape Tree Service Ltd.,5,4,0,10,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,2014-08-16T02:24:02.000-04:00,FALSE,FALSE,1873099,52.6915905213,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2642743,NA,/companies/2642743-budget-tree-service?searched_category_id=444&service_area=1655947,NA,budget-tree-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1705795,Budget Tree Service,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1655947,0,444,NA,NA,NA
https://homestars.com/on/port%20coquitlam/tree-service,16,https://homestars.com/on/port%20coquitlam/tree-service?&page=2&,Tree Service,2653933,NA,/companies/2653933-jl-lawn-tree-care-inc?searched_category_id=444&service_area=1667137,NA,jl-lawn-tree-care-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1716985,JL Lawn & Tree Care Inc,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1667137,0,444,NA,NA,NA
