Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2773451,https://www.barbequepro.com/book-bbq-cleaning-repair-service-toronto-gta,/companies/2773451-bbq-pro?searched_category_id=317&service_area=2054835,"

Toronto's premier company for all barbeque, gas fireplace and needs. We specialize in cleaning and repair and pride ourselves on quality and customer service.  
At Barbeque Pro Inc. there’s always someone on the other end of the phone line during business hours. Our sales department, parts department and service department are tasked with ensuring a prompt, courteous and efficient response to your inquiries.
Barbeque cleaning, gas fireplace cleaning, repairs, sales, and service.
Barbeque Pro specializes in Kosher cleanings!

Barbeque Pro is now quoting and installing gas lines! call or click now to get a quote! Wow! That was easy!!!

",bbq-pro,2008-11-12T04:09:28.000-05:00,NA,NA,NA,,"On-site barbeque cleaning, gas fireplace cleaning and patio heater rental.",,,2005,22,cheque or credit card,,G2 licensed gas technicians ,,TRUE,FALSE,,,FALSE,FALSE,,1836503,Barbeque Pro Inc.,509,447,24,9.69351,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,Fireplaces, Electric Fireplace, Fireplace Mantel, Fireplace Chimney, Gas Fireplace, Fireplace Screen, Outdoor Fireplace, Fireplace Accessory, Ventless Fireplace, Fieplace Mantle, fireplace, the fireplace, fire place, fireplace stoves, fireplace chimney, fireplace gas, gas fireplace, fireplace heaters, gas fireplaces, fireplaces gas, wood fireplace, wood for fireplace, fireplace electric, electric fireplace, wood stove fireplace, fireplace hearth, electric fireplaces, fireplaces electric, fireplace heater, insert for fireplace, insert fireplace, fireplace insert, gas fireplaces and stoves, wood fireplaces, insert fireplaces, inserts for fireplaces, fireplaces inserts, wood burning fireplace, gas fireplace stoves, fireplace door, gas stove fireplace, fire places, fireplace screen, outdoor fireplace, fireplace outdoor, gas log, wood burning fireplaces, fireplace mantels, mantels for fireplace, fireplace mantle, fireplace mantels, ethanol fireplace, caulking,",0,2012-06-28T13:56:19.000-04:00,bbqpro,FALSE,0,0,39,FALSE,36af930c223e85eaafe4b38efba75628ebf0fd63,TRUE,2022-11-05T13:50:29.000-04:00,TRUE,TRUE,2054835,96.9230358317,317,NA,NA,NA
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,318260,http://www.metrowestgas.ca,/companies/318260-metrowest-gas-appliance-installation-ltd?searched_category_id=317&service_area=2096696,"metrowest gas & appliance installation ltd

heating fuels contractor,
gas appliance installation,
gas piping,
appliance hook up,
gas lines,
natural gas,
gas installers,
gas fireplace repair,
gas fireplace installation,
barbeque install,
bbq hook up,
red tag,
unbridle warning tag,
pool heater service & repair,
pool heater start up,
gas fitter,
gas leak repair,
gas leak detection, 
gas stove,
gas range,
underground gas piping,
636 vent piping
gas fire pits
hot water tanks
gas dryer,
gas appliance repair,
under ground gas lines,
range hood,
hoof fan ,
enbridge warning tag,
union gas warning tag,
direct energy warning tag,
infraction tag,
ventilation,
plumbing,
propane installation,
gas warning tags,
chimney liner,
heater install,
underground gas lines,
threaded iron gas piping,
gas fire pit,
gas fire table,
washroom fans,
coring ventilation holes,
custom sheet metal,
gas company,
venting,
csst tubing
copper piping
iron piping 


",metrowest-gas-appliance-installation-ltd,2007-11-14T18:47:54.000-05:00,NA,"burlington
<br />oakville
<br />mississauga
<br />milton
<br />brampton
<br />etobicoke
<br />toronto
<br />hamilton
<br />ontario",everyday 8am to 8pm and 24 hour service,,"fully licensed, 
fully insured,
23 years experience,
TSSA heating fuels approved contractor,
gas fitters licence,
gas tite licence,
ward flex licence,
venting certificate,
under ground piping certificate, 
iron pipe threading ,
appliance manufacture training,
plumber,
home inspector, 
infraction tags, warning tags",,"natural gas services, custom appliance installation, hood fan ventilation, plumbing services, heating contractor,
gas appliance repair,  636 venting, csst piping systems,",1999,2,cheque. cash. visa .e transfer .master card.invoice.,,goverment of ontario,TSSA  WSIB  BBB,TRUE,TRUE,,100$,TRUE,FALSE,one year parts and labour,112550,Metrowest Gas & Appliance Installation Ltd.,157,137,26,9.79562,"Gas Line Installation, natural gas, propane, water heater, furnace, barbeque, bbq, appliance servicing repair,Furnace Humidifier, ,Fireplaces, Electric Fireplace, Fireplace Mantel, Fireplace Chimney, Gas Fireplace, Fireplace Screen, Outdoor Fireplace, Fireplace Accessory, Ventless Fireplace, Fieplace Mantle, fireplace, the fireplace, fire place, fireplace stoves, fireplace chimney, fireplace gas, gas fireplace, fireplace heaters, gas fireplaces, fireplaces gas, wood fireplace, wood for fireplace, fireplace electric, electric fireplace, wood stove fireplace, fireplace hearth, electric fireplaces, fireplaces electric, fireplace heater, insert for fireplace, insert fireplace, fireplace insert, gas fireplaces and stoves, wood fireplaces, insert fireplaces, inserts for fireplaces, fireplaces inserts, wood burning fireplace, gas fireplace stoves, fireplace door, gas stove fireplace, fire places, fireplace screen, outdoor fireplace, fireplace outdoor, gas log, wood burning fireplaces, fireplace mantels, mantels for fireplace, fireplace mantle, fireplace mantels, ethanol fireplace, caulking,BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",2,2009-02-17T19:04:47.000-05:00,metrowestgas,FALSE,0,0,26,FALSE,c6dc725d0104ff58785db0cf473fb280c550fb85,TRUE,2022-10-27T15:31:21.000-04:00,TRUE,TRUE,2096696,98.2324540202,317,NA,NA,NA
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2588471,NA,/companies/2588471-hearth-manor-bbq-s-fireplaces?searched_category_id=317&service_area=1601675,NA,hearth-manor-bbq-s-fireplaces,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1651523,Hearth Manor Bbq's & Fireplaces,35,33,0,8.33333,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,2012-04-07T16:16:29.000-04:00,NA,FALSE,0,0,0,FALSE,9e41420887484249ad658d47de9d2bbff0ac8cca,FALSE,2021-06-02T14:56:01.000-04:00,TRUE,FALSE,1601675,77.3624002509,317,NA,NA,NA
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2955219,NA,/companies/2955219-test-j111?searched_category_id=317&service_area=2251182,NA,test-j111,2021-04-16T14:07:26.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2017197,Test-j111,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,2021-04-16T14:10:24.000-04:00,NA,FALSE,0,0,0,FALSE,042e34e64b949a40bab49f7191d0fcddae29d203,FALSE,NA,FALSE,FALSE,2251182,-1.0,317,NA,NA,0
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2964211,,/companies/2964211-bally-s-republik?searched_category_id=317&service_area=2271266,"Bally's Republik takes great pride in offering the finest local and seasonal produce. Add to this the passion and skills of their skills and you experience a great taste sensation. Backed by over 3 decades of expertise, the takeout restaurant is one of the best in Mississauga. For more details, reach out to them today.
",bally-s-republik,2022-02-01T06:16:37.000-05:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2026143,Bally's Republik,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,2022-02-01T06:17:02.000-05:00,,FALSE,0,0,0,FALSE,7b5a07780026cf7b6eabb8dbe7358f9c2eb17259,FALSE,NA,TRUE,FALSE,2271266,-1.0,317,NA,NA,0
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2938516,NA,/companies/2938516-watson-co?searched_category_id=317&service_area=2214234,NA,watson-co,2020-01-03T08:18:05.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2000690,Watson Co,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,2020-01-03T08:18:49.000-05:00,NA,FALSE,0,0,0,FALSE,71dbaea1956ee805e09a9cdd87d901e24cb70bd3,FALSE,NA,TRUE,FALSE,2214234,-1.0,317,NA,NA,0
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2873624,NA,/companies/2873624-good-living-home-renovation-services?searched_category_id=317&service_area=2043799,NA,good-living-home-renovation-services,2015-07-16T02:58:49.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1936048,Good Living Home Renovation  Services,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,NA,NA,FALSE,0,0,0,FALSE,e5062b4718b604db3255c8d2b7b9f2e0b2a7b7ff,FALSE,NA,FALSE,FALSE,2043799,-1.0,317,NA,NA,0
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2892128,NA,/companies/2892128-outdoor-covers-canada?searched_category_id=317&service_area=2109478,NA,outdoor-covers-canada,2016-11-25T15:45:54.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1954552,Outdoor Covers Canada,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,NA,NA,FALSE,0,0,0,FALSE,145d56f45ed75e0c9545545c1e297b0339c0411c,FALSE,NA,FALSE,FALSE,2109478,-1.0,317,NA,NA,0
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2580666,NA,/companies/2580666-b-bq-doctor?searched_category_id=317&service_area=1593870,NA,b-bq-doctor,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1643718,BBQ Doctor,1,1,0,10,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,2008-04-11T20:21:11.000-04:00,FALSE,FALSE,1593870,49.6609870383,317,NA,NA,NA
https://homestars.com/on/malton/bbq-equipment-service,12,https://homestars.com/on/malton/bbq-equipment-service?&page=2&,BBQ Equipment & Service,2570968,NA,/companies/2570968-crawford-appliances-air-conditioning?searched_category_id=317&service_area=1584172,NA,crawford-appliances-air-conditioning,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1634020,Crawford Appliances & Air Conditioning,0,0,0,NA,"BBQ Equipment & Service, Barbecues, Barbecue Grills, Barbecue Smokers, gas barbecues, BBQs, propane barbecues, barbecue stores, gas grills, barbeque, grill, grill and barbecue, grill and barbeque, gas barbecue, barbecue gas, gas grill, barbecue gas grill, barbeque gas grill, parts grill, barbecue parts, barbeque parts, bbq parts, outdoor barbeque grill, outdoor barbecue grill, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1584172,-1.0,317,NA,NA,NA
