Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,latest_approved_review_created_at
https://homestars.com/on/creighton/stucco,2,https://homestars.com/on/creighton/stucco; https://homestars.com/on/creighton/stucco,Stucco,2779746,http://www.maplestucco.com,/companies/2779746-maple-stucco-wall-systems-ltd?searched_category_id=454&service_area=1832271,"Specialize in designing, building/restoring stucco, exterior insulation finishing systems (EIFS) as well as plastering, architectural moldings for both residential and commercial/industrial buildings",maple-stucco-wall-systems-ltd,2010-06-01T16:58:30.000-04:00,NA,NA,M-F 8-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1842798,Maple Stucco & Wall Systems Ltd.,0,0,0,NA,"Stucco, Stuccos, stucco contractor, stucco surface, exterior stucco, popcorn, popcorn ceiling, popcorn ceilings, popcorn ceiling removal,,",0,2010-06-01T16:58:30.000-04:00,FALSE,0,0,0,FALSE,410a5e6401666142952ce18befa51f7702a7060d,FALSE,FALSE,FALSE,1832271,-1.0,454,NA,NA,NA,NA
https://homestars.com/on/creighton/stucco,2,https://homestars.com/on/creighton/stucco; https://homestars.com/on/creighton/stucco,Stucco,2859382,NA,/companies/2859382-complete-building-maintenance?searched_category_id=454&service_area=1991588,NA,complete-building-maintenance,2014-09-18T10:48:19.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1921812,Complete Building Maintenance,1,1,0,10,"Stucco, Stuccos, stucco contractor, stucco surface, exterior stucco, popcorn, popcorn ceiling, popcorn ceilings, popcorn ceiling removal,,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1991588,62.6541257666,454,NA,NA,0,2014-09-18T10:51:42.000-04:00
