Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2841366,NA,/companies/2841366-planet-earth-electric?searched_category_id=348&service_area=1943162,NA,planet-earth-electric,2013-11-02T18:33:45.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1903805,Planet Earth Electric,12,10,0,9.9,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,0,FALSE,1f25d37007523a30a61f7e1a18f4408e91e7d6a0,TRUE,2016-04-27T09:00:54.000-04:00,FALSE,FALSE,1943162,82.6390404376,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2618983,NA,/companies/2618983-evans-mel-electric?searched_category_id=348&service_area=1632187,NA,evans-mel-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1682035,Evans Mel Electric,2,2,0,7,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,2011-08-07T16:16:17.000-04:00,FALSE,FALSE,1632187,66.7194362,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2729456,NA,/companies/2729456-direct-energy-business-services?searched_category_id=348&service_area=1742660,NA,direct-energy-business-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1792508,Direct Energy Business Services,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1742660,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2732025,NA,/companies/2732025-hydro-electric-power-commission?searched_category_id=348&service_area=1745229,NA,hydro-electric-power-commission,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1795077,Hydro Electric Power Commission,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1745229,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2680629,NA,/companies/2680629-abbass-ron-electrical-ltd?searched_category_id=348&service_area=1693833,NA,abbass-ron-electrical-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1743681,Abbass Ron Electrical Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1693833,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2684422,NA,/companies/2684422-angus-electric-ltd?searched_category_id=348&service_area=1697626,NA,angus-electric-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1747474,Angus Electric Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1697626,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2725613,NA,/companies/2725613-storey-b-w-brian-electric-motor-repairs?searched_category_id=348&service_area=1738817,NA,storey-b-w-brian-electric-motor-repairs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1788665,Storey B W (Brian) Electric Motor Repairs,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1738817,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2732094,NA,/companies/2732094-iess?searched_category_id=348&service_area=1745298,NA,iess,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1795146,IESS,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1745298,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2615177,NA,/companies/2615177-crosbie-electric?searched_category_id=348&service_area=1628381,NA,crosbie-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1678229,Crosbie Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1628381,0,348,NA,NA
https://homestars.com/on/merrickville/electricians,10,https://homestars.com/on/merrickville/electricians,Electricians,2687724,NA,/companies/2687724-bayview-electric?searched_category_id=348&service_area=1700928,NA,bayview-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1750776,Bayview Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1700928,0,348,NA,NA
