Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,claimed_at
https://homestars.com/on/elizabethtown/floor-retailers,4,https://homestars.com/on/elizabethtown/floor-retailers,Floor Retailers,2887828,NA,/companies/2887828-brockville-wood-products?searched_category_id=359&service_area=2096259,"Experience The Difference
""Peace of Mind"".....with Quality Canadian Products
Flooring - Staircases - Moulding - Doors - Onsite Floor Refinishing
Free Onsite Consultations & Estimates
1185 California Ave, Brockville Ontario ",brockville-wood-products,2016-06-07T10:47:21.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1950252,Brockville Wood Products,1,1,0,9,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,FALSE,0,0,0,0,FALSE,226d4166f5f4f920fa6837b6e1783571635a820a,FALSE,FALSE,FALSE,2096259,40.6087912088,359,NA,NA,NA,NA
https://homestars.com/on/elizabethtown/floor-retailers,4,https://homestars.com/on/elizabethtown/floor-retailers,Floor Retailers,2782980,NA,/companies/2782980-custom-decor-carpet-one-floor-home?searched_category_id=359&service_area=1836981,NA,custom-decor-carpet-one-floor-home,2010-12-14T15:36:30.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1846032,Custom Decor Carpet One Floor & Home,2,1,0,5,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,FALSE,0,0,0,NA,FALSE,75053b54b2d2f1a95d71828177e839a659b41a79,FALSE,FALSE,FALSE,1836981,30.4654151078,359,NA,NA,2014-08-29T23:39:04.000-04:00,NA
https://homestars.com/on/elizabethtown/floor-retailers,4,https://homestars.com/on/elizabethtown/floor-retailers,Floor Retailers,2779317,http://www.Touch-Of-Class.com,/companies/2779317-touch-of-class-fine-flooring?searched_category_id=359&service_area=1831812,"Touch-Of-Class Fine Flooring is a Distributor of Hard wood flooring, Engineered flooring and laminate flooring.
If you are upgrading your floor in your own private home or building a whole new condo developement, we are the people you want to talk to.",touch-of-class-fine-flooring,2010-04-16T23:20:52.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1842369,Touch Of Class Fine Flooring,0,0,0,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,FALSE,0,0,0,NA,FALSE,970502b636b761a17069f8d175387cb9740d304d,FALSE,FALSE,FALSE,1831812,-1.0,359,NA,NA,NA,2010-04-16T23:20:53.000-04:00
https://homestars.com/on/elizabethtown/floor-retailers,4,https://homestars.com/on/elizabethtown/floor-retailers,Floor Retailers,2711548,NA,/companies/2711548-rona-cashway-building-centre?searched_category_id=359&service_area=1724752,NA,rona-cashway-building-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1774600,RONA Cashway Building Centre,1,1,0,10,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1724752,41.5659340659,359,NA,NA,2013-03-27T15:57:36.000-04:00,NA
