Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/rostock/window-gutter-cleaning,1,https://homestars.com/on/rostock/window-gutter-cleaning,Window & Gutter Cleaning,2775954,http://jcleaningco.ca,/companies/2775954-jantzi-cleaning-company?searched_category_id=450&service_area=1828150,We are a Stratford and area home maintenance company that is dedicated to serving our customers.  Drop by our website at www.jcleaningco.ca for an instant quote on whatever work you may need done.,jantzi-cleaning-company,2009-08-13T05:15:08.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1839006,Jantzi Cleaning Company,0,0,0,NA,"Window & Gutter Cleaning, Window Cleaning, Eavestrough cleaning, residential window cleaning, Windows, caulking,",0,2009-08-13T05:15:06.000-04:00,FALSE,0,0,0,FALSE,08a0f3edc68b90ea3df6b9ad46dff9815eae5dad,FALSE,FALSE,FALSE,1828150,0,450,NA,NA
