Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,lead_purchase_eligible,latest_approved_review_created_at
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2748430,NA,/companies/2748430-viceroy-homes?searched_category_id=321&service_area=1761634,NA,viceroy-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1811482,Viceroy Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1761634,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2673205,NA,/companies/2673205-gulf-homes-ltdoffice?searched_category_id=321&service_area=1686409,NA,gulf-homes-ltdoffice,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1736257,Gulf Homes LtdOffice,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1686409,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2694605,NA,/companies/2694605-vanderbilt-homes?searched_category_id=321&service_area=1707809,NA,vanderbilt-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1757657,Vanderbilt Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1707809,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2700337,NA,/companies/2700337-homescapes-lumber-division?searched_category_id=321&service_area=1713541,NA,homescapes-lumber-division,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1763389,Homescapes Lumber Division,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1713541,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2710987,NA,/companies/2710987-bohemia-interiors?searched_category_id=321&service_area=1724191,NA,bohemia-interiors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1774039,Bohemia Interiors,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1724191,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2734894,NA,/companies/2734894-hearn-don-constrn?searched_category_id=321&service_area=1748098,NA,hearn-don-constrn,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1797946,Hearn Don Constrn,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1748098,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2730285,NA,/companies/2730285-fas-con-construction-ltd?searched_category_id=321&service_area=1743489,NA,fas-con-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1793337,Fas-Con Construction Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1743489,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2738926,NA,/companies/2738926-meredith-james-m?searched_category_id=321&service_area=1752130,NA,meredith-james-m,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1801978,Meredith James M,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1752130,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2746089,NA,/companies/2746089-wincon-construction-1986-limited?searched_category_id=321&service_area=1759293,NA,wincon-construction-1986-limited,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1809141,Wincon Construction 1986 Limited,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1759293,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2746107,NA,/companies/2746107-windsor-mobile-maintenance?searched_category_id=321&service_area=1759311,NA,windsor-mobile-maintenance,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1809159,Windsor Mobile Maintenance,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1759311,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2735541,NA,/companies/2735541-horwood-holdings-windsor-ltd?searched_category_id=321&service_area=1748745,NA,horwood-holdings-windsor-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1798593,Horwood Holdings (Windsor) Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1748745,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2737534,NA,/companies/2737534-lcm-construction-inc?searched_category_id=321&service_area=1750738,NA,lcm-construction-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800586,LCM Construction Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1750738,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2658329,NA,/companies/2658329-cerasa-homes?searched_category_id=321&service_area=1671533,NA,cerasa-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1721381,Cerasa Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1671533,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2689339,NA,/companies/2689339-reaume-homes?searched_category_id=321&service_area=1702543,NA,reaume-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1752391,Reaume Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1702543,0,321,NA,NA,FALSE,NA
https://homestars.com/on/sandwich-south/builders,65,"c(""https://homestars.com/on/sandwich-south/builders?&page=2&"", ""https://homestars.com/on/sandwich-south/builders?&page=3&"", ""https://homestars.com/on/sandwich-south/builders?&page=4&"", ""https://homestars.com/on/sandwich-south/builders?&page=5&"", ""https://homestars.com/on/sandwich-south/builders?&page=6&"", ""https://homestars.com/on/sandwich-south/builders?&page=7&"")",Builders,2738603,NA,/companies/2738603-mastercraft-homes?searched_category_id=321&service_area=1751807,NA,mastercraft-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1801655,Mastercraft Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1751807,0,321,NA,NA,FALSE,NA
