Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,claimed_at,subdomain
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2893642,NA,/companies/2893642-ataco-construction?searched_category_id=372&service_area=2113778,"Where Quality meets affordability, Ataco Construction is an Ottawa and surrounding Renovation Company and Deck Specialist. Making your ideas come to life, from beginning to end! ",ataco-construction,2017-01-31T18:50:52.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1956066,Ataco Construction,2,2,0,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,0,FALSE,907e0297b54f6fb1d6e6f0c10851f2a6cf0ea6e1,TRUE,TRUE,FALSE,2113778,81.9717287816,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2794015,NA,/companies/2794015-heritage-renovations?searched_category_id=372&service_area=1855335,NA,heritage-renovations,2012-01-09T20:26:02.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1857067,Heritage Renovations,1,1,0,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,e8e3bd4acc3bb6440dd931681015457e541d644a,FALSE,FALSE,FALSE,1855335,64.8675091693,372,NA,NA,2012-01-09T20:28:52.000-05:00,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2890580,NA,/companies/2890580-jolyjobs?searched_category_id=372&service_area=2104846,@ JolyJobs we offer transparency thru our work and service. We want you the client to be informed on everything from start to finish no surprises. We work directly with you and have the complete team to get your vision to completion on time and on budget.,jolyjobs,2016-09-26T15:46:19.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1953004,Joly Jobs,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,0,FALSE,f3862c99fa9b12274d0f9ca9fbb6f6abe04ab1f7,FALSE,FALSE,FALSE,2104846,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2597714,NA,/companies/2597714-constructions-yves-cousineau?searched_category_id=372&service_area=1610918,NA,constructions-yves-cousineau,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1660766,Constructions Yves Cousineau,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1610918,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2644352,NA,/companies/2644352-chaudronniers-du-nord-ouest-inc-les?searched_category_id=372&service_area=1657556,NA,chaudronniers-du-nord-ouest-inc-les,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1707404,Chaudronniers Du Nord-Ouest Inc (Les),0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1657556,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2668648,NA,/companies/2668648-societe-d-entreprises-generales-pajula-ltee-la?searched_category_id=372&service_area=1681852,NA,societe-d-entreprises-generales-pajula-ltee-la,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1731700,Soci,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1681852,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2566120,NA,/companies/2566120-entreprises-michel-galarneau-excavation-transport?searched_category_id=372&service_area=1579324,NA,entreprises-michel-galarneau-excavation-transport,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1629172,Entreprises Michel Galarneau Excavation-Transport,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1579324,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2769906,NA,/companies/2769906-assurances-yvan-roy-les?searched_category_id=372&service_area=1783110,NA,assurances-yvan-roy-les,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1832958,Assurances Yvan Roy (Les),0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1783110,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2725575,NA,/companies/2725575-john-howard-building?searched_category_id=372&service_area=1738779,NA,john-howard-building,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1788627,John Howard Building,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1738779,-1.0,372,NA,NA,NA,NA,NA
https://homestars.com/on/fort-albany/general-contractors,103,"c(""https://homestars.com/on/fort-albany/general-contractors?&page=2&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=3&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=4&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=5&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=6&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=7&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=8&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=9&"", 
""https://homestars.com/on/fort-albany/general-contractors?&page=10&"", ""https://homestars.com/on/fort-albany/general-contractors?&page=11&"")",General Contractors,2741907,NA,/companies/2741907-assurances-services-financiers-adc-inc?searched_category_id=372&service_area=1755111,NA,assurances-services-financiers-adc-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1804959,Assurances & Services Financiers ADC inc,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1755111,-1.0,372,NA,NA,NA,NA,NA
