Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2640325,NA,/companies/2640325-pittman-construction-ltd?searched_category_id=474&service_area=1653529,NA,pittman-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1703377,Pittman Construction Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,2018-09-07T14:52:06.000-04:00,FALSE,0,0,1,FALSE,276515de32c3ea3f59679f7862cf77ffdcabc560,FALSE,FALSE,FALSE,1653529,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2574002,NA,/companies/2574002-desert-drywall?searched_category_id=474&service_area=1587206,NA,desert-drywall,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1637054,Desert Drywall,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,2021-06-02T02:08:46.000-04:00,FALSE,0,0,0,FALSE,8b2dad79ac6cc1829add5a8e2756861fc6790af5,FALSE,TRUE,FALSE,1587206,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2565711,NA,/companies/2565711-lonnie-stanley-drywall-service?searched_category_id=474&service_area=1578915,NA,lonnie-stanley-drywall-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1628763,Lonnie Stanley Drywall Service,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1578915,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2622550,NA,/companies/2622550-do-all-drywall-ltd?searched_category_id=474&service_area=1635754,NA,do-all-drywall-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1685602,Do-All Drywall Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1635754,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2576471,NA,/companies/2576471-lonnie-stanley-drywall-ltd?searched_category_id=474&service_area=1589675,NA,lonnie-stanley-drywall-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1639523,Lonnie Stanley Drywall Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1589675,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2590702,NA,/companies/2590702-eagle-rock-t-bar?searched_category_id=474&service_area=1603906,NA,eagle-rock-t-bar,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1653754,Eagle Rock T-Bar,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1603906,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2636880,NA,/companies/2636880-merit-drywall-decorating?searched_category_id=474&service_area=1650084,NA,merit-drywall-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1699932,Merit Drywall & Decorating,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1650084,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2630506,NA,/companies/2630506-inland-drywall-ltd?searched_category_id=474&service_area=1643710,NA,inland-drywall-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693558,Inland Drywall Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1643710,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2643088,NA,/companies/2643088-r-jay-installations-ltd?searched_category_id=474&service_area=1656292,NA,r-jay-installations-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1706140,R Jay Installations Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1656292,0,474,NA,NA
https://homestars.com/on/kamloops/drywall-contractors,14,https://homestars.com/on/kamloops/drywall-contractors?&page=2&,Drywall Contractors,2646948,NA,/companies/2646948-superior-painting-decorating?searched_category_id=474&service_area=1660152,NA,superior-painting-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1710000,Superior Painting & Decorating,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1660152,0,474,NA,NA
