Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2961799,NA,/companies/2961799-paint-me-perfect?searched_category_id=409&service_area=2265891,NA,paint-me-perfect,2021-11-17T11:49:05.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2023766,Paint Me Perfect,1,1,0,10,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,2021-11-17T11:52:33.000-05:00,FALSE,0,0,0,0,FALSE,05a6064f79982f65346ff90c1373e38e34a0ebf1,TRUE,TRUE,FALSE,2265891,84.5887913536,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2793457,NA,/companies/2793457-bishop-painting?searched_category_id=409&service_area=1854433,NA,bishop-painting,2011-12-11T12:36:30.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1856509,Bishop Painting,1,1,0,10,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,ad9f64b1fed03a954b3c0985c748aee9f4adc131,FALSE,FALSE,FALSE,1854433,31.8004145314,409,NA,NA,2011-12-11T12:47:46.000-05:00
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2718500,NA,/companies/2718500-alfano-s-auto-body-west-side?searched_category_id=409&service_area=1731704,NA,alfano-s-auto-body-west-side,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1781552,Alfano's Auto Body West Side,1,1,0,10,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1731704,19.9038461538,409,NA,NA,2008-12-04T11:31:30.000-05:00
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2723797,NA,/companies/2723797-bauer-s-body-fender?searched_category_id=409&service_area=1737001,NA,bauer-s-body-fender,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1786849,Bauer's Body & Fender,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1737001,0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2739401,NA,/companies/2739401-number-one-autobody-ltd?searched_category_id=409&service_area=1752605,NA,number-one-autobody-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1802453,Number One Autobody Ltd,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1752605,0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2705114,NA,/companies/2705114-cambrian-carstar-collision-centre?searched_category_id=409&service_area=1718318,NA,cambrian-carstar-collision-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1768166,Cambrian CARSTAR Collision Centre,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1718318,-1.0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2569874,NA,/companies/2569874-ed-s-painting?searched_category_id=409&service_area=1583078,NA,ed-s-painting,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1632926,Ed's Painting,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1583078,0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2589563,NA,/companies/2589563-rene-s-painting-decorating?searched_category_id=409&service_area=1602767,NA,rene-s-painting-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1652615,Rene's Painting & Decorating,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1602767,0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2594849,NA,/companies/2594849-alfie-s-painting-decorating-ltd?searched_category_id=409&service_area=1608053,NA,alfie-s-painting-decorating-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1657901,Alfie's Painting & Decorating Ltd,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1608053,0,409,NA,NA,NA
https://homestars.com/on/marie/paint-wallpaper-contractors,32,"c(""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=2&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=3&"", ""https://homestars.com/on/marie/paint-wallpaper-contractors?&page=4&"")",Paint & Wallpaper Contractors,2718498,NA,/companies/2718498-3m-trim-line-of-algoma?searched_category_id=409&service_area=1731702,NA,3m-trim-line-of-algoma,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1781550,3M Trim-Line Of Algoma,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1731702,0,409,NA,NA,NA
