Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2797538,NA,/companies/2797538-through-our-eyes-creative-interiors?searched_category_id=389&service_area=1860753,NA,through-our-eyes-creative-interiors,2012-04-24T13:33:25.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1860590,Through Our Eyes Creative Interiors,1,1,0,3,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,2012-04-24T13:33:26.000-04:00,FALSE,0,0,0,FALSE,4666b8b068adb393804f03f5894cbb7f624e54e2,FALSE,2014-05-20T09:41:54.000-04:00,TRUE,FALSE,1860753,0.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2672578,NA,/companies/2672578-vaga-gallery?searched_category_id=389&service_area=1685782,NA,vaga-gallery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1735630,Vaga Gallery,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,2018-02-03T04:24:40.000-05:00,FALSE,0,0,0,FALSE,a8e9dcfb1d9c11dd20e5b9b984ac2d0669aead97,FALSE,NA,TRUE,FALSE,1685782,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2914114,NA,/companies/2914114-first-impressions-kingston?searched_category_id=389&service_area=2159086,"www.FirstImpressionsKingston.com.

We specialize in interior decorating, design, home staging, project management, colour consulting, preparing homes to sell, and more!

We are committed to creating the best possible design for you - within your budget, on schedule and stress free. Our interiors are designed with you in mind. 
",first-impressions-kingston,2018-04-10T09:57:46.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1976298,First Impressions Kingston,0,0,14,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,2018-04-10T09:58:14.000-04:00,FALSE,0,0,21,FALSE,ffe5b0737988811f5883b75c2114d58f2dd947d1,FALSE,NA,TRUE,FALSE,2159086,-1.0,389,NA,NA,0
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2880580,NA,/companies/2880580-howtly-how-to-do-anything?searched_category_id=389&service_area=2070651,NA,howtly-how-to-do-anything,2015-12-06T03:12:17.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1943004,Howtly   How To Do Anything,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,475f9bb9cfe32db78f9ff0e87c47b8dca4076307,FALSE,NA,FALSE,FALSE,2070651,-1.0,389,NA,NA,0
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2653299,NA,/companies/2653299-kelly-s?searched_category_id=389&service_area=1666503,NA,kelly-s,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1716351,Kelly's,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1666503,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2677866,NA,/companies/2677866-mcglynn-randy-painting-decorating?searched_category_id=389&service_area=1691070,NA,mcglynn-randy-painting-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1740918,McGlynn Randy Painting & Decorating,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1691070,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2658235,NA,/companies/2658235-dwell?searched_category_id=389&service_area=1671439,NA,dwell,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1721287,Dwell,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1671439,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2678580,NA,/companies/2678580-amherst-island-museum-gallery?searched_category_id=389&service_area=1691784,NA,amherst-island-museum-gallery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1741632,Amherst Island Museum & Gallery,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1691784,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2650787,NA,/companies/2650787-hetherington-gallery?searched_category_id=389&service_area=1663991,NA,hetherington-gallery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1713839,Hetherington Gallery,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1663991,-1.0,389,NA,NA,NA
https://homestars.com/on/kingston/interior-decorators,40,"c(""https://homestars.com/on/kingston/interior-decorators?&page=2&"", ""https://homestars.com/on/kingston/interior-decorators?&page=3&"", ""https://homestars.com/on/kingston/interior-decorators?&page=4&"")",Interior Decorators,2575983,NA,/companies/2575983-kingston-frameworks-ltd?searched_category_id=389&service_area=1589187,NA,kingston-frameworks-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1639035,Kingston Frameworks Ltd,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1589187,0,389,NA,NA,NA
