Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,subdomain
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2908065,NA,/companies/2908065-dahandyman-inc?searched_category_id=374&service_area=2146393,NA,dahandyman-inc,2018-01-26T22:55:10.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1970250,DaHandyman Inc.,1,1,0,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2019-04-01T10:29:03.000-04:00,FALSE,0,0,0,0,FALSE,c924eaac9947852b7b26f28c8490541e70d32328,FALSE,FALSE,FALSE,2146393,77.9978088198,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2888310,NA,/companies/2888310-nu2u-renovations?searched_category_id=374&service_area=2097737,"With over 25 years experience, let nu2u Renovations turn your home renovation dreams into reality. From roof to deck, you can rely on us to get the job done right.",nu2u-renovations,2016-06-27T15:41:31.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1950734,Nu2 U Renovations,3,2,0,0.5,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,0,FALSE,e37ac055a8996c1f7a4af03b9289a967a8c29fd4,FALSE,FALSE,FALSE,2097737,8.5067310215,374,NA,NA,2016-11-16T14:41:49.000-05:00,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2956306,,/companies/2956306-the-elements-8-group?searched_category_id=374&service_area=2253561,The Elements 8 Group is your go to Company for Eco- Friendly service. We care about our planet and to do our part we are extremely conscious of what we do by using solar panels or batteries to power our equipment and all charging done in our trailer with solar panels so you can feel good knowing we are not only taking care of your house but our environment. ,the-elements-8-group,2021-05-14T06:57:33.000-04:00,NA,NA,NA,,"Handyman Services, Logistics Health and Safety Consulting & Logistics planning, Fleet Mechanic, Home theatre set up and design
",,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2018284,The Elements 8 Group ,0,0,64,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2021-05-14T06:58:41.000-04:00,FALSE,0,0,65,0,FALSE,2b787c2dfc18e0c137ba4bdfc84c970221777c5f,FALSE,TRUE,FALSE,2253561,-1.0,374,NA,NA,NA,Elements8
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2936852,NA,/companies/2936852-cerveira-s-general-contracting?searched_category_id=374&service_area=2210333,Quality work for a Reasonable Price. From painting to bathrooms and anything in between.  Call today for a quote!,cerveira-s-general-contracting,2019-11-08T19:47:11.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1999026,Cerveira's General Contracting ,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2019-11-08T19:48:16.000-05:00,FALSE,0,0,0,0,FALSE,273c54dbd46e0d8b2468ca5ba527709cad98f450,FALSE,FALSE,FALSE,2210333,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2893743,NA,/companies/2893743-pro-install?searched_category_id=374&service_area=2114067,"Pro Install specializes in Prefabrication Installations, from any big box stores
-Sheds
-Gazebos
-Furniture
-Workout Equiptment
-Media Centres
-Wall Mounts
-Playgrounds
-Trampolines
-Awnings

We also do delivery and haul aways",pro-install,2017-02-03T12:07:54.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1956167,Pro Install ,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,0,FALSE,e43d9ff4020b30a3d8e8ff022a17223128b189bc,FALSE,TRUE,FALSE,2114067,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2948010,NA,/companies/2948010-viking-home-renovations-ltd?searched_category_id=374&service_area=2235317,NA,viking-home-renovations-ltd,2020-09-24T12:48:45.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2010147,Viking Home Renovations Ltd.,0,0,1,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2020-09-24T12:48:57.000-04:00,FALSE,0,0,2,0,FALSE,f949eec48aeceb6151936f32f4e5e5cf3165a5db,FALSE,TRUE,FALSE,2235317,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2899716,http://antleinc.com,/companies/2899716-antle-construction-enterprise?searched_category_id=374&service_area=2128940,"New company. 

We provide roofing, waterproofing, post Hole Digging, fencing, sealcoating, pressure washing, demolition and general handyman services to most of southern Ontario.

Feel free to call us any time for a free estimate.

Thank you for considering our team


",antle-construction-enterprise,2017-07-21T18:17:27.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1962140,Antle Construction Enterprise ,0,0,1,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2017-07-21T18:18:02.000-04:00,FALSE,0,0,2,0,FALSE,86ae09d23f279121cf5b46fb094de09937a26ddb,FALSE,FALSE,FALSE,2128940,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2901660,NA,/companies/2901660-reinhard-s-home-handyman?searched_category_id=374&service_area=2132610,"Fine workmanship at handyman prices, 
-Hardwood Flooring
-Laminate flooring
-Ceramic tile
-Wall tile
-kitchen cabinets
-toilets
-sheds
-sinks
-windows
-doors
-drywall
-painting
-decks",reinhard-s-home-handyman,2017-09-02T10:56:26.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1963845,Reinhard's Home Handy Man,0,0,1,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2017-09-02T10:57:20.000-04:00,FALSE,0,0,1,0,FALSE,378b7af92df7af1af600f03f6238e132e034d521,FALSE,FALSE,FALSE,2132610,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2974749,NA,/companies/2974749-his-her-handy-servies?searched_category_id=374&service_area=2295944,NA,his-her-handy-servies,2022-10-22T14:18:06.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2036647,His & Her Handy Servies,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2022-10-22T14:19:33.000-04:00,FALSE,0,0,0,0,FALSE,db3768a87e91c21aa0ca21395f24a5b721ae036c,FALSE,FALSE,NA,2295944,-1.0,374,NA,NA,NA,NA
https://homestars.com/on/orangeville/handyman-services,17,https://homestars.com/on/orangeville/handyman-services?&page=2&,Handyman Services,2909229,NA,/companies/2909229-b-a-m-installations?searched_category_id=374&service_area=2148852,NA,b-a-m-installations,2018-02-08T17:30:12.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1971414,B. A. M. Installations,0,0,1,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2018-02-08T17:31:23.000-05:00,FALSE,0,0,1,0,FALSE,b68aa51da12a2eb52bd7f4457e965d92b194f71a,FALSE,FALSE,FALSE,2148852,-1.0,374,NA,NA,NA,NA
