Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,214632,NA,/companies/214632-lucchetta-homes?searched_category_id=321&service_area=1810664,NA,lucchetta-homes,2008-01-23T10:31:11.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,67933,Lucchetta Homes,3,2,0,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2017-04-04T14:32:10.000-04:00,FALSE,0,0,0,FALSE,71e098896fcdcba964e45c2190683767e04c70fa,FALSE,2011-09-08T17:44:10.000-04:00,FALSE,FALSE,1810664,81.730334378,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2611257,http://www.dehaanhomes.ca/,/companies/2611257-dehaan-homes-inc?searched_category_id=321&service_area=1624461,"Our philosophy at DeHaan Homes is driven by our commitment to service our customer. We want each customer to feel unique and have the utmost trust that their home will be uniquely customized to fit their needs. We want our clients to be a part of the design process with us, and have input every step of the way.",dehaan-homes-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1674309,DeHaan Homes Inc,10,8,0,6.25,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2019-11-07T10:31:52.000-05:00,FALSE,0,0,1,FALSE,a46f3fb5f9f9fa111a8d7fc77ff80d562b1aefcd,FALSE,2015-06-27T15:47:46.000-04:00,TRUE,FALSE,1624461,53.221334498,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2750415,NA,/companies/2750415-coupland-mobile-wash?searched_category_id=321&service_area=1763619,NA,coupland-mobile-wash,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1813467,Coupland Mobile Wash,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1763619,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2770185,NA,/companies/2770185-after-hours-cleaning-services?searched_category_id=321&service_area=1783389,NA,after-hours-cleaning-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1833237,After Hours Cleaning Services,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1783389,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2738094,NA,/companies/2738094-lucchetta-builders-inc?searched_category_id=321&service_area=1751298,NA,lucchetta-builders-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1801146,Lucchetta Builders Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1751298,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,229057,NA,/companies/229057-vintage-construction?searched_category_id=321&service_area=1814924,NA,vintage-construction,2008-01-23T10:37:43.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,79524,Vintage Construction,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1814924,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2576144,NA,/companies/2576144-vanderzalm-construction-inc?searched_category_id=321&service_area=1589348,NA,vanderzalm-construction-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1639196,Vanderzalm Construction Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1589348,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2649363,NA,/companies/2649363-shoalts-bros-const-ltd?searched_category_id=321&service_area=1662567,NA,shoalts-bros-const-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1712415,Shoalts Bros Const Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1662567,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,219127,NA,/companies/219127-p-m-general-contractor?searched_category_id=321&service_area=1810792,NA,p-m-general-contractor,2008-01-23T10:33:08.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,71450,P M General Contractor,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1810792,-1.0,321,NA,NA
https://homestars.com/on/monteith/builders,18,https://homestars.com/on/monteith/builders?&page=2&,Builders,2691198,NA,/companies/2691198-serafino-homes?searched_category_id=321&service_area=1704402,NA,serafino-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1754250,Serafino Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1704402,-1.0,321,NA,NA
