Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/naughton/electricians,1,https://homestars.com/on/naughton/electricians,Electricians,2792643,NA,/companies/2792643-roberts-electrical-sudbury-ontario-electrician?searched_category_id=348&service_area=1852981,"Roberts Electrical - Your full service Greater Sudbury 24/7 electrician services and electrical contracting solution. No job is too big or too small. Residential, Commercial, Industrial electricians.",roberts-electrical-sudbury-ontario-electrician,2011-11-17T20:41:57.000-05:00,NA,Within 100 km of Sudbury Ontario ,24/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1855695,Roberts Electrical | Sudbury Ontario Electrician,3,2,0,10,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,2011-11-17T20:42:00.000-05:00,FALSE,0,0,0,FALSE,cfa412e0335cd5bbae5099b94d9e41f37c874adc,FALSE,FALSE,FALSE,1852981,71.9669075838,348,NA,NA
