Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at
https://homestars.com/on/puslinch/landscape-architects,3,https://homestars.com/on/puslinch/landscape-architects,Landscape Architects,2804432,http://www.groundscape.ca,/companies/2804432-groundscape-construction-inc?searched_category_id=394&service_area=2089602,"GroundScape Construction Inc. is an award-winning landscape company that focuses on creating outstanding retreats in the comfort of your backyard. Our company leverages garden design, water features, wood-work and the highest quality stones to create an environment of absolute serenity that meets your dreams.

Groundscape is the gateway to the perfect backyard. Our company has decades of experience and full control of the construction and design process to ensure all your needs are addressed with the highest standards of quality and perfection. 

""Perfecting the Art of Landscaping""

Services Include:
Complete Landscape Projects
Landscape Design and Re-Design
Garden Design & Installations
Landscape/Outdoor Lighting
Building & Construction
Landscaping/Grading/Excavation
Retaining Walls/Stone Feature Walls, Stone Columns
Interlocking Driveways,Patios, Pool Surrounds & Walkways 
Stonework
Flagstone Porches, Walkways, Patios & Pool Surrounds
Water Features
Fencing
Decks
Pergolas/Pavilions/Custom Sheds/Pool Cabanas
Concrete Work
Steps
Rock Features...and more!",groundscape-construction-inc,2012-12-27T20:42:22.000-05:00,NA,NA,NA,"Interlock, Flagstone, Armour Stone, Concrete, Sod, Plants/Trees, irrigation systems, Landscape Lighting.","Landscape Design & Construction: Patios, Walkways, Driveways, Steps, Decks, Fences, Wood Structures, Pergolas, Pavilions, Sheds, Flagstone Porches, Flagstone Walkways, Flagstone Patios, Pools, pool Surrounds, Natural Stone, Sodding, Garden Design, Planting Trees/Shrubs/Perennials, Retaining Walls, Outdoor Fireplaces, Stone BBQ's, Landscape Lighting (12v LED), Excavation Services.","Unilock, Permacon, Oaks, Techo-Bloc, Banas Stone, Oakville Stone, In-Lite,Linzel.","Interlocking, Flagstone, Wood Structures, Landscape Lighting, Pergolas, Pavilions, Cabanas, Decks.",1999,8,Cheque or cash,,,"Landscape Ontario, Better Business Bureau, Brampton Board of Trade, Trustedpros.ca",TRUE,FALSE,,"$5,000",TRUE,FALSE,2 Year Workmanship Warranty,1867432,Groundscape Construction Inc.,73,67,75,9.98507,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,groundscape,FALSE,0,0,85,FALSE,4df6e99f06e4bee71513458c221c6c9a499d06a7,TRUE,2022-10-29T13:08:13.000-04:00,TRUE,TRUE,2089602,94.0317208892,394,NA,NA,NA
https://homestars.com/on/puslinch/landscape-architects,3,https://homestars.com/on/puslinch/landscape-architects,Landscape Architects,2787189,http://homestars.com/companies/2787189,/companies/2787189-paradise-landscaping-enterprises?searched_category_id=394&service_area=2148846,"Paradise Landscaping Ent. has ovcer 20 years of experience. Professionally assesses each project and work closely with each client to ensure excellent results within the customer bugdet.
Whether you require detailed landcaping or customized project management,we offer the landscaping design,installation and services you need to improve your apperance of your property.
services:FLAGSTONE, STONE WORK, STEPS, WATER FEATURES PONDS, INTERLOCK, RETAINING WALLS, SODDING, GARDENS ",paradise-landscaping-enterprises,2011-05-02T10:19:24.000-04:00,NA,"Mississauga,
<br />Oakville,
<br />Burlington,
<br />Milton,
<br />Brampton,
<br />Toronto","Mon-Sat, ",,"FLAGSTONE, STONE WORK, STEPS, WATER FEATURES PONDS, INTERLOCK, RETAINING WALLS, SODDING, GARDENS ",,,1998,NA,Cheque and e-transfer,3 Year Agricultural Landscaping Certificate 1981 ,,,TRUE,FALSE,,,TRUE,FALSE,1 Year on Workmanship and Materials Supplied,1850241,Paradise Landscaping Enterprises,21,16,75,9.375,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,Paradise,FALSE,0,0,83,FALSE,71c4c766b1ee03bd505a8b35934f6667f7eaa98c,TRUE,2015-06-20T10:47:23.000-04:00,TRUE,TRUE,2148846,94.916172981,394,NA,NA,2011-05-02T10:19:25.000-04:00
https://homestars.com/on/puslinch/landscape-architects,3,https://homestars.com/on/puslinch/landscape-architects,Landscape Architects,2776083,http://www.gardenwizard.ca,/companies/2776083-the-garden-wizard?searched_category_id=394&service_area=1828333,"We are a business built on referrals because we are fully committed to giving unparallel service
Not only do we love creating landscapes, we love working with our clientele, and that passion transcends into your home.
Rooted in the community and possessing accountability we give you confidence and assurance in our family run business.
At the Garden Wizard, we feel there is power in a unique design when married with craftsmanship…we think, we care and we deliver. When we combine nature and thought we masterfully fashion an outdoor living space that not only reflects you and your family, but initiates a place that you love to spend your time.",the-garden-wizard,2009-09-02T09:36:53.000-04:00,NA,NA,Monday - Friday 7:30-5:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1839135,The Garden Wizard,2,2,0,10,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,a79df7f0101b444e88bd52d82d20b2703b3c84f7,FALSE,2014-10-31T11:27:27.000-04:00,TRUE,FALSE,1828333,66.7350171504,394,NA,NA,2009-09-03T06:44:53.000-04:00
