Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,subdomain
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2808047,NA,/companies/2808047-artisan-design-build?searched_category_id=321&service_area=1877502,NA,artisan-design-build,2013-03-30T16:03:07.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1871047,Artisan Design Build,2,1,0,0,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2013-04-08T12:14:22.000-04:00,FALSE,0,0,0,FALSE,eb63e34e1f28854ad5a13b5de63169db49f803b9,FALSE,2015-04-02T22:30:15.000-04:00,FALSE,FALSE,1877502,0.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2894622,NA,/companies/2894622-craft-homes?searched_category_id=321&service_area=2116649,NA,craft-homes,2017-03-01T17:02:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1957046,Craft Homes ,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,0c8858235a666fe02275a0142acedfe21abe1247,FALSE,NA,FALSE,FALSE,2116649,-1.0,321,NA,NA,0,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2963634,,/companies/2963634-cardbond?searched_category_id=321&service_area=2270043,,cardbond,2022-01-18T03:30:57.000-05:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2025584,CardBond,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2022-01-18T03:50:09.000-05:00,FALSE,0,0,1,FALSE,b443f0f643edfddfea0c1ef28d7e85178830b618,FALSE,NA,TRUE,FALSE,2270043,-1.0,321,NA,NA,0,
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2741988,NA,/companies/2741988-regina-housing-authority?searched_category_id=321&service_area=1755192,NA,regina-housing-authority,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1805040,Regina Housing Authority,2,1,0,1,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1755192,14.5175824176,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2685452,NA,/companies/2685452-nelson-homes?searched_category_id=321&service_area=1698656,NA,nelson-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1748504,Nelson Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1698656,-1.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2669642,NA,/companies/2669642-fiorante-homes-commercial-ltd?searched_category_id=321&service_area=1682846,NA,fiorante-homes-commercial-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1732694,Fiorante Homes & Commercial Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1682846,-1.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2750435,NA,/companies/2750435-continental-construction-inc?searched_category_id=321&service_area=1763639,NA,continental-construction-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1813487,Continental Construction Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1763639,-1.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2692895,NA,/companies/2692895-summit-homes-ltd?searched_category_id=321&service_area=1706099,NA,summit-homes-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1755947,Summit Homes Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1706099,-1.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2704062,NA,/companies/2704062-apex-construction-ltd?searched_category_id=321&service_area=1717266,NA,apex-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1767114,Apex Construction Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1717266,-1.0,321,NA,NA,NA,NA
https://homestars.com/on/regina/builders,63,"c(""https://homestars.com/on/regina/builders?&page=2&"", ""https://homestars.com/on/regina/builders?&page=3&"", ""https://homestars.com/on/regina/builders?&page=4&"", ""https://homestars.com/on/regina/builders?&page=5&"", ""https://homestars.com/on/regina/builders?&page=6&"", ""https://homestars.com/on/regina/builders?&page=7&"")",Builders,2750436,NA,/companies/2750436-continental-construction-inc?searched_category_id=321&service_area=1763640,NA,continental-construction-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1813488,Continental Construction Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1763640,-1.0,321,NA,NA,NA,NA
