Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2589962,NA,/companies/2589962-finn-s-upholstery-ltd?searched_category_id=445&service_area=1603166,NA,finn-s-upholstery-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1653014,Finn's Upholstery Ltd,2,2,0,10,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1603166,77.7884615385,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2615982,NA,/companies/2615982-kury-kraft-upholstery?searched_category_id=445&service_area=1629186,NA,kury-kraft-upholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1679034,Kury Kraft Upholstery,1,1,0,8,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1629186,51.9005765561,445,NA,NA,2015-01-22T13:13:19.000-05:00
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2760028,NA,/companies/2760028-tom-bean-s-upholstery-repairs?searched_category_id=445&service_area=1773232,NA,tom-bean-s-upholstery-repairs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1823080,Tom Bean's Upholstery Repairs,1,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1773232,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2570683,NA,/companies/2570683-robert-robinson-s-upholstery?searched_category_id=445&service_area=1583887,NA,robert-robinson-s-upholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1633735,Robert Robinson's Upholstery,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1583887,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2584098,NA,/companies/2584098-canada-upholstery?searched_category_id=445&service_area=1597302,NA,canada-upholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647150,Canada Upholstery,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1597302,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2575501,NA,/companies/2575501-european-upholstery?searched_category_id=445&service_area=1588705,NA,european-upholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1638553,European Upholstery,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1588705,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2570686,NA,/companies/2570686-london-reupholstering?searched_category_id=445&service_area=1583890,NA,london-reupholstering,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1633738,London Reupholstering,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1583890,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2624340,NA,/companies/2624340-bob-brewster-custom-upholstery-repairs?searched_category_id=445&service_area=1637544,NA,bob-brewster-custom-upholstery-repairs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1687392,Bob Brewster Custom Upholstery & Repairs,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1637544,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2654727,NA,/companies/2654727-russell-reupholstery?searched_category_id=445&service_area=1667931,NA,russell-reupholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1717779,Russell Reupholstery,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1667931,-1.0,445,NA,NA,NA
https://homestars.com/on/lambeth/upholsterers,12,https://homestars.com/on/lambeth/upholsterers?&page=2&,Upholsterers,2658848,NA,/companies/2658848-walker-furniture-london-limited?searched_category_id=445&service_area=1672052,NA,walker-furniture-london-limited,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1721900,Walker Furniture (London) Limited,0,0,0,NA,"Upholsterers, Chair upholsterer, reupholstery, sofa upholstery, chair upholstery, headboard upholstery, chair fabric, sofa fabric,couchreupholster,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1672052,-1.0,445,NA,NA,NA
