Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,latest_approved_review_created_at
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2629978,NA,/companies/2629978-endeavours-the-artist-shop?searched_category_id=389&service_area=1643182,NA,endeavours-the-artist-shop,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693030,Endeavours The Artist Shop,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1643182,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2651710,NA,/companies/2651710-ingrid-mueller-art-conceptsfacsimile-service?searched_category_id=389&service_area=1664914,NA,ingrid-mueller-art-conceptsfacsimile-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1714762,Ingrid Mueller Art & ConceptsFacsimile Service,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1664914,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2601684,NA,/companies/2601684-sue-lawrence-hair-spa-and-gallery?searched_category_id=389&service_area=1614888,NA,sue-lawrence-hair-spa-and-gallery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1664736,Sue Lawrence Hair Spa and Gallery,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1614888,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2586288,NA,/companies/2586288-birch-cres-gallery-gifts-by-dale-carruthers?searched_category_id=389&service_area=1599492,NA,birch-cres-gallery-gifts-by-dale-carruthers,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1649340,Birch Cres Gallery & Gifts By Dale Carruthers,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1599492,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2684188,NA,/companies/2684188-renee-losier-design?searched_category_id=389&service_area=1697392,NA,renee-losier-design,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1747240,Ren,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1697392,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2596562,NA,/companies/2596562-art-world?searched_category_id=389&service_area=1609766,NA,art-world,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1659614,Art World,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1609766,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2586288,NA,/companies/2586288-birch-cres-gallery-gifts-by-dale-carruthers?searched_category_id=389&service_area=1599492,NA,birch-cres-gallery-gifts-by-dale-carruthers,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1649340,Birch Cres Gallery & Gifts By Dale Carruthers,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1599492,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2646801,NA,/companies/2646801-gallery-connexion?searched_category_id=389&service_area=1660005,NA,gallery-connexion,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709853,Gallery Connexion,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1660005,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2652901,NA,/companies/2652901-decorators-mill-the?searched_category_id=389&service_area=1666105,NA,decorators-mill-the,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1715953,Decorators Mill The,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1666105,0,389,NA,NA,NA,NA
https://homestars.com/on/richibucto%20road/interior-decorators,24,"c(""https://homestars.com/on/richibucto%20road/interior-decorators?&page=2&"", ""https://homestars.com/on/richibucto%20road/interior-decorators?&page=3&"")",Interior Decorators,2685074,NA,/companies/2685074-galerie-d-art-beaverbrook?searched_category_id=389&service_area=1698278,NA,galerie-d-art-beaverbrook,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1748126,Galerie d'art Beaverbrook,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1698278,0,389,NA,NA,NA,NA
