Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,1227004,NA,/companies/1227004-acme-nipple-mfg-company-incorporated?searched_category_id=466&service_area=251427,NA,acme-nipple-mfg-company-incorporated,2008-01-14T11:46:13.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,289624,Acme Nipple Mfg Company Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,251427,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,1900199,NA,/companies/1900199-bear-equipt-incorporated?searched_category_id=466&service_area=924622,NA,bear-equipt-incorporated,2008-01-11T04:56:33.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,962819,Bear Equipt Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,924622,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2237667,NA,/companies/2237667-fairview-fittings-mfg-incorporated?searched_category_id=466&service_area=1255991,NA,fairview-fittings-mfg-incorporated,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1300610,Fairview Fittings & Mfg Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1255991,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2442829,NA,/companies/2442829-rayford-enterprises-incorporated?searched_category_id=466&service_area=1456044,NA,rayford-enterprises-incorporated,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1505772,Rayford Enterprises Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1456044,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2416599,NA,/companies/2416599-national-bridge-company-incorporated?searched_category_id=466&service_area=1429814,NA,national-bridge-company-incorporated,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1479542,National Bridge Company Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1429814,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,1988049,NA,/companies/1988049-buffalo-precision-prods-incorporated?searched_category_id=466&service_area=1012472,NA,buffalo-precision-prods-incorporated,2008-01-11T06:51:11.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1050669,Buffalo Precision Prods Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1012472,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2404129,NA,/companies/2404129-metal-preparations-company-incorporated?searched_category_id=466&service_area=1417344,NA,metal-preparations-company-incorporated,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1467072,Metal Preparations Company Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1417344,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2408676,NA,/companies/2408676-military-bldrs-supls?searched_category_id=466&service_area=1421891,NA,military-bldrs-supls,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1471619,Military Bldrs Supls,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1421891,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2291809,NA,/companies/2291809-green-belt-industries-incorporated?searched_category_id=466&service_area=1307676,NA,green-belt-industries-incorporated,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1354752,Green Belt Industries Incorporated,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1307676,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2472106,NA,/companies/2472106-sweeney-steel-svce-corporation?searched_category_id=466&service_area=1485321,NA,sweeney-steel-svce-corporation,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1535049,Sweeney Steel Svce Corporation,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1485321,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2381978,NA,/companies/2381978-leed-steel-company?searched_category_id=466&service_area=1395193,NA,leed-steel-company,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1444921,Leed Steel Company,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1395193,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,1767204,NA,/companies/1767204-american-diamond-tool-company?searched_category_id=466&service_area=791627,NA,american-diamond-tool-company,2008-01-11T02:15:35.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,829824,American Diamond Tool Company,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,791627,0,466,NA,NA,NA
https://homestars.com/on/ridgeway/building-supplies-and-hardware,28,"c(""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=2&"", ""https://homestars.com/on/ridgeway/building-supplies-and-hardware?&page=3&"")",Building Supplies and Hardware,2096917,NA,/companies/2096917-commercial-pipe-supl-corporation?searched_category_id=466&service_area=1121340,NA,commercial-pipe-supl-corporation,2008-01-11T09:23:06.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1159537,Commercial Pipe & Supl Corporation,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1121340,0,466,NA,NA,NA
