Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2636279,NA,/companies/2636279-brush-strokes-inc?searched_category_id=409&service_area=1649483,NA,brush-strokes-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1699331,Brush Strokes Inc,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1649483,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2742912,NA,/companies/2742912-town-country-body-shop?searched_category_id=409&service_area=1756116,NA,town-country-body-shop,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1805964,Town & Country Body Shop,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1756116,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2711886,NA,/companies/2711886-reid-bros-collision-centre?searched_category_id=409&service_area=1725090,NA,reid-bros-collision-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1774938,Reid Bros Collision Centre,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1725090,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2623090,NA,/companies/2623090-coe-robert-valley-painting-whitewashing?searched_category_id=409&service_area=1636294,NA,coe-robert-valley-painting-whitewashing,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1686142,Coe Robert Valley Painting & Whitewashing,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1636294,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2736668,NA,/companies/2736668-hooked-on-rugs?searched_category_id=409&service_area=1749872,NA,hooked-on-rugs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1799720,Hooked On Rugs,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1749872,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2737324,NA,/companies/2737324-john-s-auto-body-towing?searched_category_id=409&service_area=1750528,NA,john-s-auto-body-towing,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800376,John's Auto Body & Towing,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1750528,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2940338,NA,/companies/2940338-valley-painters?searched_category_id=409&service_area=2218101,NA,valley-painters,2020-02-12T08:08:31.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2002512,Valley Painters,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,2218101,0,409,NA,NA,0
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2731153,NA,/companies/2731153-dave-s-auto-repair?searched_category_id=409&service_area=1744357,NA,dave-s-auto-repair,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1794205,Dave's Auto Repair,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1744357,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2736669,NA,/companies/2736669-hooked-on-rugs-inc?searched_category_id=409&service_area=1749873,NA,hooked-on-rugs-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1799721,Hooked On Rugs Inc,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1749873,0,409,NA,NA,NA
https://homestars.com/on/arnprior/paint-wallpaper-contractors,14,https://homestars.com/on/arnprior/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2590146,NA,/companies/2590146-scobie-james-a-sons?searched_category_id=409&service_area=1603350,NA,scobie-james-a-sons,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1653198,Scobie James A & Sons,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,1603350,0,409,NA,NA,NA
