Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,lead_purchase_eligible
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2975627,NA,/companies/2975627-g-b-urban-design?searched_category_id=365&service_area=2297936,NA,g-b-urban-design,2022-11-09T13:16:49.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2037525,G&B Urban Design,1,1,1,10,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,2022-11-09T13:18:01.000-05:00,FALSE,0,0,2,0,FALSE,6dc268bee8186700db90b9b9383e14e4b374c181,FALSE,FALSE,2297936,88.956043956,365,NA,NA,NA,NA
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2579144,NA,/companies/2579144-gibson-s-home-furnishings?searched_category_id=365&service_area=1592348,Handcrafted solid wood furniture for every room your home,gibson-s-home-furnishings,2008-03-04T16:55:15.000-05:00,NA,"Waterloo, Kitchern, Cambridge, Guelph, London, Toronto, GTA, and surrounding areas ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1642196,Gibson's Home Furnishings,1,1,0,10,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,2012-03-21T16:37:50.000-04:00,FALSE,0,0,0,NA,FALSE,61e8a98083153647ba754e83c3cde787e3168b10,FALSE,FALSE,1592348,36.2225274725,365,NA,NA,2012-03-04T06:51:20.000-05:00,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2797462,NA,/companies/2797462-eidos-design-studio?searched_category_id=365&service_area=1860660,NA,eidos-design-studio,2012-04-21T16:57:54.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1860514,Eidos Design Studio,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,2012-04-21T16:57:55.000-04:00,FALSE,0,0,0,NA,FALSE,40d8548d37b30e07fb296504109cb5c38969b933,FALSE,FALSE,1860660,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2565867,NA,/companies/2565867-jws-woodworking-and-design?searched_category_id=365&service_area=1579071,NA,jws-woodworking-and-design,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1628919,JWS Woodworking And Design,1,1,0,10,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1579071,65.6358785646,365,NA,NA,2011-11-28T19:52:43.000-05:00,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2603636,NA,/companies/2603636-grande-elite-upholstery?searched_category_id=365&service_area=1616840,NA,grande-elite-upholstery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1666688,Grande Elite Upholstery,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1616840,0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2602113,NA,/companies/2602113-frey-sidney-custom-built-furniture?searched_category_id=365&service_area=1615317,NA,frey-sidney-custom-built-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1665165,Frey Sidney Custom Built Furniture,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1615317,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2571739,NA,/companies/2571739-nipissing-furniture-mfg-limited?searched_category_id=365&service_area=1584943,NA,nipissing-furniture-mfg-limited,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1634791,Nipissing Furniture Mfg Limited,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1584943,0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2595986,NA,/companies/2595986-delmar-woodcraft?searched_category_id=365&service_area=1609190,NA,delmar-woodcraft,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1659038,DelMar Woodcraft,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1609190,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2606392,NA,/companies/2606392-interia-custom-woodworking?searched_category_id=365&service_area=1619596,NA,interia-custom-woodworking,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1669444,Interia Custom Woodworking,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1619596,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2599212,NA,/companies/2599212-elmbrook-furniture?searched_category_id=365&service_area=1612416,NA,elmbrook-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662264,Elmbrook Furniture,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1612416,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2599219,NA,/companies/2599219-e-s-cabinets?searched_category_id=365&service_area=1612423,NA,e-s-cabinets,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662271,E & S Cabinets,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1612423,0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2621578,NA,/companies/2621578-van-del-custom-millwork?searched_category_id=365&service_area=1634782,NA,van-del-custom-millwork,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1684630,Van-Del Custom Millwork,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1634782,-1.0,365,NA,NA,NA,FALSE
https://homestars.com/on/grand/furniture-designers-custom-builders,13,https://homestars.com/on/grand/furniture-designers-custom-builders?&page=2&,Furniture Designers & Custom Builders,2564275,NA,/companies/2564275-axiometal?searched_category_id=365&service_area=1577479,NA,axiometal,2008-02-28T11:48:54.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1627327,Axiometal,0,0,0,NA,"Furniture Designers & Custom Builders, Modern Furniture, Custom Furniture, Custom Wood Furniture, custom builders, custom builder, furniture custom, interior & furniture, furniture interior, furniture builders, builders furniture, salon designers, custom builders, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1577479,0,365,NA,NA,NA,FALSE
