Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2845702,NA,/companies/2845702-deegan-construction?searched_category_id=321&service_area=1951880,NA,deegan-construction,2013-11-21T23:19:29.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1908138,Deegan Construction,1,1,0,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,0,FALSE,FALSE,2013-11-21T23:26:01.000-05:00,FALSE,FALSE,1951880,44.8351648352,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2667689,NA,/companies/2667689-emerald-new-homes-ltd?searched_category_id=321&service_area=1680893,NA,emerald-new-homes-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1730741,Emerald New Homes Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1680893,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2578518,NA,/companies/2578518-alpine-homes-ltd?searched_category_id=321&service_area=1591722,NA,alpine-homes-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1641570,Alpine Homes Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1591722,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2737290,NA,/companies/2737290-lakeland-contracting-ltd?searched_category_id=321&service_area=1750494,NA,lakeland-contracting-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800342,Lakeland Contracting Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1750494,0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2751401,NA,/companies/2751401-mcintosh-wm-p-logging-ltd?searched_category_id=321&service_area=1764605,NA,mcintosh-wm-p-logging-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1814453,McIntosh Wm P Logging Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1764605,0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2752735,NA,/companies/2752735-ristorian-developments?searched_category_id=321&service_area=1765939,NA,ristorian-developments,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1815787,Ristorian Developments,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1765939,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2615016,NA,/companies/2615016-voisin-homes?searched_category_id=321&service_area=1628220,NA,voisin-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1678068,Voisin Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1628220,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2669638,NA,/companies/2669638-fine-homeservices?searched_category_id=321&service_area=1682842,NA,fine-homeservices,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1732690,Fine Homeservices,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1682842,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2584657,NA,/companies/2584657-canmore-mountain-homes?searched_category_id=321&service_area=1597861,NA,canmore-mountain-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647709,Canmore Mountain Homes,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1597861,-1.0,321,NA,NA
https://homestars.com/on/harvie%20heights/builders,19,https://homestars.com/on/harvie%20heights/builders?&page=2&,Builders,2704700,NA,/companies/2704700-enviro-custom-homes-no-longer-in-business?searched_category_id=321&service_area=1717904,NA,enviro-custom-homes-no-longer-in-business,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1767752,Enviro Custom Homes-No Longer in Business,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,NA,FALSE,FALSE,NA,FALSE,FALSE,1717904,0,321,NA,NA
