Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2860786,NA,/companies/2860786-the-vacuum-guy?searched_category_id=446&service_area=1996438,NA,the-vacuum-guy,2014-10-15T15:05:43.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1923216,The Vacuum Guy,2,2,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2014-10-15T15:05:45.000-04:00,FALSE,0,0,0,0,FALSE,25ef4896e7669ade9d3ed89c157cdbfb842938f6,FALSE,2014-10-15T15:09:43.000-04:00,TRUE,FALSE,1996438,70.6864938109,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2780893,http://www.thevacuumstore.ca,/companies/2780893-the-vacuum-store?searched_category_id=446&service_area=1833451,NA,the-vacuum-store,2010-09-03T11:01:42.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1843945,The Vacuum Store,4,4,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2012-11-09T17:04:45.000-05:00,FALSE,0,0,0,NA,FALSE,ec49224033906064b168054c612534467aa60f6a,FALSE,2015-11-19T11:06:39.000-05:00,TRUE,FALSE,1833451,48.9881832069,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2869021,NA,/companies/2869021-schrader-installation-services?searched_category_id=446&service_area=2026656,NA,schrader-installation-services,2015-04-13T11:20:41.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1931445,Schrader Installation Services,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,0,FALSE,6ecd9e3c23a93e3776f3d7a5d7b6c09a3a82e6c6,FALSE,NA,TRUE,FALSE,2026656,-1.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2906808,NA,/companies/2906808-mjm-vacuum?searched_category_id=446&service_area=2143703,NA,mjm-vacuum,2017-12-31T11:02:14.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1968993,MJM Vacuum,4,4,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,2143703,86.9368131868,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2781623,http://www.vacuumottawa.com,/companies/2781623-vaccuum-ottawa?searched_category_id=446&service_area=1834194,NA,vaccuum-ottawa,2010-10-02T13:04:56.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1844675,Vacuum Ottawa,2,2,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,2011-03-26T12:45:35.000-04:00,FALSE,FALSE,1834194,0.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2580194,NA,/companies/2580194-uncle-lory-s-vac-shack-ltd?searched_category_id=446&service_area=1593398,NA,uncle-lory-s-vac-shack-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1643246,Uncle Lory's Vac Shack Ltd,1,1,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,2008-12-07T17:28:52.000-05:00,FALSE,FALSE,1593398,0.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2814237,NA,/companies/2814237-elohim-air-rainbow-cleaning-system?searched_category_id=446&service_area=1889905,NA,elohim-air-rainbow-cleaning-system,2013-09-03T16:08:02.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1877182,Elohim Air: Rainbow Cleaning System,14,7,0,5.42857,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,2015-02-03T08:34:53.000-05:00,FALSE,FALSE,1889905,0.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2630163,NA,/companies/2630163-electrolux-canada?searched_category_id=446&service_area=1643367,NA,electrolux-canada,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693215,Electrolux Canada,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1643367,-1.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2598510,NA,/companies/2598510-rainbow-auth-air-purifier-vac?searched_category_id=446&service_area=1611714,NA,rainbow-auth-air-purifier-vac,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661562,Rainbow Auth Air Purifier & Vac,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1611714,-1.0,446,NA,NA
https://homestars.com/on/britannia/vacuum-sales-service,24,"c(""https://homestars.com/on/britannia/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/britannia/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2567801,NA,/companies/2567801-chapman?searched_category_id=446&service_area=1581005,NA,chapman,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1630853,Chapman,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1581005,-1.0,446,NA,NA
