Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2645967,,/companies/2645967-sudbury-vacuum-sales-service-ltd?searched_category_id=446&service_area=1659171,"Sudbury Vacuum Sales & Service Ltd. has offered sales, service and repairs to many makes and models of vacuums since 1982. We stand behind our products and service what we sell. When you deal with us we care about you, and ensure you get the right product at a fair price.",sudbury-vacuum-sales-service-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,1709019,Sudbury Vacuum Sales & Service Ltd,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2022-09-02T10:51:12.000-04:00,,FALSE,0,0,1,FALSE,6e43653e0a99137076eb46ec267fbbbeedb55e66,FALSE,FALSE,FALSE,1659171,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2972534,NA,/companies/2972534-sudbury-vacuum?searched_category_id=446&service_area=2290486,NA,sudbury-vacuum,2022-09-02T10:14:33.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2034445,Sudbury Vacuum,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2022-09-02T10:37:16.000-04:00,NA,FALSE,0,0,0,FALSE,632c458d22a4abfb4daec5d60233177f90323f90,FALSE,FALSE,NA,2290486,0,446,NA,NA,0
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2630161,NA,/companies/2630161-electrolux-canada?searched_category_id=446&service_area=1643365,NA,electrolux-canada,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693213,Electrolux Canada,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1643365,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2643737,NA,/companies/2643737-rainbow-vacuum-sudbury?searched_category_id=446&service_area=1656941,NA,rainbow-vacuum-sudbury,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1706789,Rainbow Vacuum Sudbury,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1656941,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2649138,NA,/companies/2649138-vacuum-home-care?searched_category_id=446&service_area=1662342,NA,vacuum-home-care,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1712190,Vacuum & Home Care,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1662342,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2598516,NA,/companies/2598516-reliable-maintenance-products?searched_category_id=446&service_area=1611720,NA,reliable-maintenance-products,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661568,Reliable Maintenance Products,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1611720,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2620926,NA,/companies/2620926-barry-s-vacuum-centre?searched_category_id=446&service_area=1634130,NA,barry-s-vacuum-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1683978,Barry's Vacuum Centre,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1634130,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2634469,NA,/companies/2634469-filter-queen?searched_category_id=446&service_area=1647673,NA,filter-queen,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1697521,Filter Queen,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1647673,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2639011,NA,/companies/2639011-kirby-vacuum-sudbury?searched_category_id=446&service_area=1652215,NA,kirby-vacuum-sudbury,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1702063,Kirby Vacuum Sudbury,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1652215,0,446,NA,NA,NA
https://homestars.com/on/poland/vacuum-sales-service,12,https://homestars.com/on/poland/vacuum-sales-service?&page=2&,Vacuum Sales & Service,2611023,NA,/companies/2611023-chelmsford-vacuum?searched_category_id=446&service_area=1624227,NA,chelmsford-vacuum,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1674075,Chelmsford Vacuum,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1624227,0,446,NA,NA,NA
