Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/delson/gutters-eavestroughs,3,https://homestars.com/on/delson/gutters-eavestroughs,Gutters & Eavestroughs,2847988,NA,/companies/2847988-gouttieres-roussillon?searched_category_id=347&service_area=1956511,NA,gouttieres-roussillon,2014-01-28T04:16:10.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1910422,Gouttieres Roussillon,2,2,0,10,"Gutters & Eavestroughs, Eavestrough Cleaning, Eavestrough Installation, Eavestrough Maintenance, gutter cleaning, gutter installation, gutter maintenance, installing gutters, installing eavestroughs, Eavestrough Repair, ,",0,FALSE,0,0,0,0,FALSE,0a971e855e19abf7c0ac1255f319866cbc6cb6c1,FALSE,2014-03-16T00:36:09.000-04:00,FALSE,FALSE,1956511,40.6882691613,347,NA,NA
https://homestars.com/on/delson/gutters-eavestroughs,3,https://homestars.com/on/delson/gutters-eavestroughs,Gutters & Eavestroughs,2815517,NA,/companies/2815517-solutions-gouttires?searched_category_id=347&service_area=1892508,"Solutions Gouttières est d’abord l’installateur-distributeur de gouttières numéro 1 dans la grande région du Montréal Métropolitain et ses environs, mais se spécialise également dans tout ce qui touche l’extérieur de votre demeure dont le revêtement extérieur, le soffite et fascia et les toitures résidentielle et commerciale! Garantie allant jusqu'à 40 ans sur les produits spécialement sélectionnés.",solutions-gouttires,2013-10-07T07:13:13.000-04:00,NA,NA,Monday to friday,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1878462,Solutions Goutti,0,0,0,NA,"Gutters & Eavestroughs, Eavestrough Cleaning, Eavestrough Installation, Eavestrough Maintenance, gutter cleaning, gutter installation, gutter maintenance, installing gutters, installing eavestroughs, Eavestrough Repair, ,",0,FALSE,0,0,0,0,FALSE,5b6b3b8c22e4b1e0b28e87d003208e161a511e87,FALSE,NA,FALSE,FALSE,1892508,0,347,NA,NA
https://homestars.com/on/delson/gutters-eavestroughs,3,https://homestars.com/on/delson/gutters-eavestroughs,Gutters & Eavestroughs,2847986,NA,/companies/2847986-gouttieres-roussillon?searched_category_id=347&service_area=1956507,"Entrepreneur en Gouttières a delson sur la rive sud de Montreal, candiac, laprairie, brossard,
 dix30, st constant. http://www.gouttieresroussillon.ca",gouttieres-roussillon,2014-01-28T04:08:38.000-05:00,NA,NA,9am-9pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1910420,Gouttieres Roussillon,0,0,0,NA,"Gutters & Eavestroughs, Eavestrough Cleaning, Eavestrough Installation, Eavestrough Maintenance, gutter cleaning, gutter installation, gutter maintenance, installing gutters, installing eavestroughs, Eavestrough Repair, ,",0,FALSE,0,0,0,0,FALSE,11fad90cf7ae2a68751f448172536983e2d9f277,FALSE,NA,FALSE,FALSE,1956507,0,347,NA,NA
