Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2783981,NA,/companies/2783981-edge-construction?searched_category_id=321&service_area=1839880,NA,edge-construction,2011-02-08T12:05:39.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1847033,Edge Construction,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,19dc7e4083f54e4d0f64400ec1ccef2c04a3a007,FALSE,FALSE,FALSE,1839880,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2571302,NA,/companies/2571302-steele-richard-d-construction-1979-ltd?searched_category_id=321&service_area=1584506,NA,steele-richard-d-construction-1979-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1634354,Steele Richard D Construction (1979) Ltd,1,1,0,9,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1584506,26.8278603889,321,NA,NA,2012-07-09T09:41:16.000-04:00
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2737171,NA,/companies/2737171-kujawski-construction?searched_category_id=321&service_area=1750375,NA,kujawski-construction,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800223,Kujawski Construction,1,1,0,2,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1750375,0.0,321,NA,NA,2014-10-23T21:35:43.000-04:00
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2604636,NA,/companies/2604636-steinbach-homes-inc?searched_category_id=321&service_area=1617840,NA,steinbach-homes-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1667688,Steinbach Homes Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1617840,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2768738,NA,/companies/2768738-chris-nash-building-inc?searched_category_id=321&service_area=1781942,NA,chris-nash-building-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1831790,Chris Nash Building Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1781942,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2606044,NA,/companies/2606044-easter-lee-building-services?searched_category_id=321&service_area=1619248,NA,easter-lee-building-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1669096,Easter Lee Building Services,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1619248,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2750826,NA,/companies/2750826-empire-construction-ltd?searched_category_id=321&service_area=1764030,NA,empire-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1813878,Empire Construction Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1764030,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2687469,NA,/companies/2687469-paul-j-builders-inc?searched_category_id=321&service_area=1700673,NA,paul-j-builders-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1750521,Paul J Builders Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1700673,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2730932,NA,/companies/2730932-f-m-hunt-construction?searched_category_id=321&service_area=1744136,NA,f-m-hunt-construction,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1793984,F M Hunt Construction,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1744136,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,1131084,NA,/companies/1131084-acts-ii-construction-incorporated?searched_category_id=321&service_area=155507,NA,acts-ii-construction-incorporated,2008-01-10T17:09:34.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,193704,Acts II Construction Incorporated,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,155507,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2622421,NA,/companies/2622421-lafave-sons-general-contractors?searched_category_id=321&service_area=1635625,NA,lafave-sons-general-contractors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1685473,Lafave & Sons General Contractors,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1635625,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2750631,NA,/companies/2750631-dodge-john-e-holdings-ltd?searched_category_id=321&service_area=1763835,NA,dodge-john-e-holdings-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1813683,Dodge John E Holdings Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1763835,0,321,NA,NA,NA
https://homestars.com/on/brockville/builders,13,https://homestars.com/on/brockville/builders?&page=2&,Builders,2691830,NA,/companies/2691830-spring-valley-homes-ltd?searched_category_id=321&service_area=1705034,NA,spring-valley-homes-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1754882,Spring Valley Homes Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1705034,0,321,NA,NA,NA
