Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2811678,http://www.mrinterlock.com/,/companies/2811678-mr-interlock?searched_category_id=394&service_area=2213584,"Mr. Interlock Landscape & Construction is a professional residential and commercial design and build firm servicing the York Region and Greater Toronto Area communities.
 
With over 30 years of experience in interlocking and paving installations, we help our clients create a distinctive design element that will magnify their homes allure, increase its value while offering a unique look customized to meet their landscape desires.
 
We take pride in providing our clients with original and timeless designs, innovative ideas, quality construction, prompt and professional service, outstanding warranty and seamless flow of project implementation from start to finish.
 
Our construction expertise spans across a variety of materials from natural stone, flagstone, marble to cobblestones, standard pavers, concrete and asphalt.
 
We also specialize in a variety of project types such as driveways, patios, stairs, retaining walls, swimming pools, outdoor kitchenettes, outdoor living spaces, outdoor lighting, outdoor audio and more.
 
Our mission is to enhance and beautify the communities we enter by supplying our clients with a uniquely designed landscape project that adheres to our motto ""Do It Once, Do It Right"". All while providing our clients with unparalleled service through our consultation, planning and execution resulting in long lasting relationships and an abundance of word of mouth referrals.",mr-interlock,2013-06-24T16:28:57.000-04:00,NA,"Newmarket, Aurora, Richmondhill, Markham, Maple, Woodbridge, King City, Thornhill, Vaughan, North York, Toronto, Scarborough, Etobicoke, Pickering, Oshawa",,"Natural Stone, Natural Stone Steps, Flagstone, Armour Stone, Interlocking, Interlocking Driveways, Interlocking Walkways, Interlocking Patios, Retaining Walls, Decorative Stone, Weeping Tile and Drainage, Outdoor Fire Places, Water Features, Outdoor Lighting, Excavations, Demolitions, Waterproofing, Power Wash and Seal, Planting, Sodding, Decks and Fences, Asphalt & Concrete.","Natural Stone, Natural Stone Steps, Flagstone, Armour Stone, Interlocking, Interlocking Driveways, Interlocking Walkways, Interlocking Patios, Retaining Walls, Decorative Stone, Weeping Tile and Drainage, Outdoor Fire Places, Water Features, Outdoor Lighting, Excavations, Demolitions, Waterproofing, Power Wash and Seal, Planting, Sodding, Decks and Fences, Asphalt & Concrete.","Permacon, Unilock, Techoblok, Oaks, Navascape, ","Interlock, Interlocking, Landscape Design, Natural Stone (Flagstone, Armour Stone & Decorative Stone) Planting & Sodding, Outdoor Patios and Living Spaces, Outdoor Fire Features, Outdoor Landscape Lighting & More",2002,16,"Cheque, Credit Card, Interac Email Transfer","Project Management Professionals, Landscape Architects ",,"Landscape Ontario, BBB A+ Rating",TRUE,FALSE,,$3500.00,TRUE,FALSE,2 Years Warranty Minimum,1874678,Mr. Interlock Landscape & Construction,161,148,17,9.97973,"Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,Masonry & Bricklaying, Masonry Supply, Masonry Contractor, Stone Masonry, Brick Laying, Technique, Brick Laying Pattern, stone wall, brick wall, masonry repair, brick repairs, masonry, brick masonry, masonry bricklaying, masonry work, mason contractors, york masonry, masonry companies, brick masonry construction, brick contractors, masonry brick laying, masonry workers, bricklaying firms, parging, ,",0,mrinterlock,FALSE,0,0,51,FALSE,35082e2be1119dbc1b53dfde1c189d91efbd7ade,TRUE,2022-09-24T06:58:28.000-04:00,TRUE,TRUE,2213584,99.1978310871,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2804432,http://www.groundscape.ca,/companies/2804432-groundscape-construction-inc?searched_category_id=394&service_area=2089597,"GroundScape Construction Inc. is an award-winning landscape company that focuses on creating outstanding retreats in the comfort of your backyard. Our company leverages garden design, water features, wood-work and the highest quality stones to create an environment of absolute serenity that meets your dreams.

Groundscape is the gateway to the perfect backyard. Our company has decades of experience and full control of the construction and design process to ensure all your needs are addressed with the highest standards of quality and perfection. 

""Perfecting the Art of Landscaping""

Services Include:
Complete Landscape Projects
Landscape Design and Re-Design
Garden Design & Installations
Landscape/Outdoor Lighting
Building & Construction
Landscaping/Grading/Excavation
Retaining Walls/Stone Feature Walls, Stone Columns
Interlocking Driveways,Patios, Pool Surrounds & Walkways 
Stonework
Flagstone Porches, Walkways, Patios & Pool Surrounds
Water Features
Fencing
Decks
Pergolas/Pavilions/Custom Sheds/Pool Cabanas
Concrete Work
Steps
Rock Features...and more!",groundscape-construction-inc,2012-12-27T20:42:22.000-05:00,NA,NA,NA,"Interlock, Flagstone, Armour Stone, Concrete, Sod, Plants/Trees, irrigation systems, Landscape Lighting.","Landscape Design & Construction: Patios, Walkways, Driveways, Steps, Decks, Fences, Wood Structures, Pergolas, Pavilions, Sheds, Flagstone Porches, Flagstone Walkways, Flagstone Patios, Pools, pool Surrounds, Natural Stone, Sodding, Garden Design, Planting Trees/Shrubs/Perennials, Retaining Walls, Outdoor Fireplaces, Stone BBQ's, Landscape Lighting (12v LED), Excavation Services.","Unilock, Permacon, Oaks, Techo-Bloc, Banas Stone, Oakville Stone, In-Lite,Linzel.","Interlocking, Flagstone, Wood Structures, Landscape Lighting, Pergolas, Pavilions, Cabanas, Decks.",1999,8,Cheque or cash,,,"Landscape Ontario, Better Business Bureau, Brampton Board of Trade, Trustedpros.ca",TRUE,FALSE,,"$5,000",TRUE,FALSE,2 Year Workmanship Warranty,1867432,Groundscape Construction Inc.,73,67,75,9.98507,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,groundscape,FALSE,0,0,85,FALSE,4df6e99f06e4bee71513458c221c6c9a499d06a7,TRUE,2022-10-29T13:08:13.000-04:00,TRUE,TRUE,2089597,93.9988468237,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2776426,,/companies/2776426-evergreen-environments?searched_category_id=394&service_area=1828780,NA,evergreen-environments,2009-10-04T08:25:11.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1839478,Evergreen Environments,7,4,0,4.75,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2011-05-19T13:21:42.000-04:00,FALSE,FALSE,1828780,33.9964889426,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2752705,NA,/companies/2752705-greenville-landscaping-inc?searched_category_id=394&service_area=1765909,NA,greenville-landscaping-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1815757,Greenville Landscaping Inc,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1765909,0,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2586088,NA,/companies/2586088-greenville-landscaping?searched_category_id=394&service_area=1599292,NA,greenville-landscaping,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1649140,Greenville Landscaping,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1599292,0,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2814402,NA,/companies/2814402-gways?searched_category_id=394&service_area=1890237,NA,gways,2013-09-07T20:03:55.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1877347,Gways,1,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1890237,0,394,NA,NA,0
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2599535,NA,/companies/2599535-tassone-landscape-construction-ltd?searched_category_id=394&service_area=1612739,NA,tassone-landscape-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662587,Tassone Landscape Construction Ltd,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1612739,0,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,2594640,NA,/companies/2594640-naylor-associates-ltd?searched_category_id=394&service_area=1607844,NA,naylor-associates-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1657692,Naylor Associates Ltd,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1607844,0,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,217159,NA,/companies/217159-moote-r-f-associates?searched_category_id=394&service_area=1804839,NA,moote-r-f-associates,2008-01-23T10:32:18.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,69879,Moote R F & Associates,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1804839,0,394,NA,NA,NA
https://homestars.com/on/bramalea/landscape-architects,12,https://homestars.com/on/bramalea/landscape-architects?&page=2&,Landscape Architects,213134,NA,/companies/213134-kmk-consultants-ltd?searched_category_id=394&service_area=1805089,NA,kmk-consultants-ltd,2008-01-23T10:30:30.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,66799,KMK Consultants Ltd,0,0,0,NA,"Landscape Architects, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, architect, how to landscape, what is landscape, architects, the architects, landscaping, landscape garden, landscape and garden, garden and landscape, garden landscape, gardening, landscape gardens, mulch, asla, garden and design, design and garden, garden design, design a garden, how to design garden, how to design a garden, design and garden, design garden, what is landscape design, how to design a landscape, landscape and design, design a landscape, design and landscape, landscape design, design landscape, how to design landscape, about landscape design, architects landscape, garden designs, landscaping garden, garden landscaping, landscape lighting, architects and design, designer garden,,landscapemakeover of backyard and improve front yard
build fence,landscape, retaining wall, grading, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1805089,0,394,NA,NA,NA
