Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/burlington/septic-tank-cleaning-repair-installation,2,https://homestars.com/on/burlington/septic-tank-cleaning-repair-installation,"Septic Tank Cleaning, Repair & Installation",2954468,NA,/companies/2954468-broughton-s-pumping-service-burlington-on?searched_category_id=430&service_area=2249519,NA,broughton-s-pumping-service-burlington-on,2021-03-24T15:23:50.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2016446,Broughton's Pumping Service (Burlington ON),1,1,0,10,"Septic Tank Cleaning, Repair & Installation, septic tank cleaning, septic tank repair, septic tank maintenance, septic tank installation, tank septic, septic tank, septic tanks, tanks septic, septic systems, pumping septic, septic pumping, septic cleaning, cleaning septic, septic service, service septic, pumping a septic tank, pumping septic tank, septic tank cleaning, cleaning septic tank, septic pumped, septic services,,",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2249519,81.6758241758,430,NA,NA,NA
https://homestars.com/on/burlington/septic-tank-cleaning-repair-installation,2,https://homestars.com/on/burlington/septic-tank-cleaning-repair-installation,"Septic Tank Cleaning, Repair & Installation",2849387,NA,/companies/2849387-rankin-s-septic-tank-pumping-environmental-services?searched_category_id=430&service_area=1959401,NA,rankin-s-septic-tank-pumping-environmental-services,2014-02-27T13:48:30.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1911821,Rankin's Septic Tank Pumping & Environmental Services,3,1,0,10,"Septic Tank Cleaning, Repair & Installation, septic tank cleaning, septic tank repair, septic tank maintenance, septic tank installation, tank septic, septic tank, septic tanks, tanks septic, septic systems, pumping septic, septic pumping, septic cleaning, cleaning septic, septic service, service septic, pumping a septic tank, pumping septic tank, septic tank cleaning, cleaning septic tank, septic pumped, septic services,,",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1959401,46.2087912088,430,NA,NA,2014-02-27T13:51:02.000-05:00
