Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/peachland/gutters-eavestroughs,2,https://homestars.com/on/peachland/gutters-eavestroughs,Gutters & Eavestroughs,2783879,NA,/companies/2783879-first-choice-exteriors?searched_category_id=347&service_area=1839603,NA,first-choice-exteriors,2011-02-03T15:40:03.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1846931,First Choice Exteriors,1,0,0,NA,"Gutters & Eavestroughs, Eavestrough Cleaning, Eavestrough Installation, Eavestrough Maintenance, gutter cleaning, gutter installation, gutter maintenance, installing gutters, installing eavestroughs, Eavestrough Repair, ,",0,2011-02-03T15:40:04.000-05:00,FALSE,0,0,0,FALSE,bc2668c10123a1541cf3d3c754f4c5a22612d8b3,FALSE,FALSE,FALSE,1839603,0,347,NA,NA
https://homestars.com/on/peachland/gutters-eavestroughs,2,https://homestars.com/on/peachland/gutters-eavestroughs,Gutters & Eavestroughs,2646328,NA,/companies/2646328-westside-kelowna-chimney-service?searched_category_id=347&service_area=1659532,NA,westside-kelowna-chimney-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709380,Westside Kelowna Chimney Service,0,0,0,NA,"Gutters & Eavestroughs, Eavestrough Cleaning, Eavestrough Installation, Eavestrough Maintenance, gutter cleaning, gutter installation, gutter maintenance, installing gutters, installing eavestroughs, Eavestrough Repair, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1659532,0,347,NA,NA
