Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/cadmus/interior-design,1,https://homestars.com/on/cadmus/interior-design,Interior Design,2797544,NA,/companies/2797544-j-l-s-design?searched_category_id=390&service_area=1860761,J.L.S. Design is a full service interior design & decorating company with the knowledge & creativity to help clients transform their interiors into beautiful functional living spaces that reflect their style & personality.  Please fell free to  visit our website at jlsdesign.ca,j-l-s-design,2012-04-24T14:34:57.000-04:00,NA,"Durham, Scugog, Scarborough, Brighton, Toronto &amp; surrounding areas ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1860596,J.L.S. Design,0,0,0,NA,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,2012-04-24T14:34:57.000-04:00,FALSE,0,0,0,FALSE,2818a4ddc0c64d4761777d2d30986ee7fe4d2163,FALSE,FALSE,FALSE,1860761,0,390,NA,NA
