Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/desert%20blume/staging,1,https://homestars.com/on/desert%20blume/staging,Home Staging,2773436,http://www.Staged-To-Sell.ca,/companies/2773436-staged-to-sell-inc?searched_category_id=437&service_area=1786640,I specialize in helping struggling home owners Sell there house. Small changes in decor or furniture placement or just a fresh perspective is sometimes all it takes.,staged-to-sell-inc,2008-11-10T16:37:05.000-05:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1836488,Staged To Sell Inc,2,2,0,10,"Home Staging, Home Staging, Real Estate Staging, House Staging, staging a house for sale, staging a home for sale, fluffing a house, fluffing a home, home fluffer, house fluffer, decorate, furniture rental,",0,2008-11-10T16:37:01.000-05:00,FALSE,0,0,0,FALSE,ba880b6bb407a4267a9e6bc651b42fa3502aa33e,FALSE,2009-10-09T15:26:22.000-04:00,FALSE,FALSE,1786640,24.1895604396,437,NA,NA
