Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain,completion_percent_cache,latest_approved_review_created_at
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2627091,NA,/companies/2627091-first-choice-drywall?searched_category_id=474&service_area=1640295,NA,first-choice-drywall,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1690143,First Choice Drywall,1,1,0,10,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,2022-10-21T20:21:45.000-04:00,FALSE,0,0,15,FALSE,17167ed08ca81f44591f06fed2b8f4a98dea07e8,TRUE,TRUE,FALSE,1640295,90.7749914908,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2925137,http://patchmaster.com,/companies/2925137-patchmaster?searched_category_id=474&service_area=2183488,"At PATCHMASTER we offer high quality drywall service for all those small holes, dings, and dents. Our technicians will leave it like it never happened.",patchmaster,2018-12-11T14:57:33.000-05:00,NA,NA,NA,,"Drywall Repair 
Plaster Repairs
Texture Matching",,,NA,NA,"Credit Card, Cash, Cheque, eTransfer, On Line",,,,TRUE,FALSE,,,TRUE,FALSE,,1987311,Patchmaster,1,1,1,10,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,2018-12-11T14:58:04.000-05:00,FALSE,0,0,2,FALSE,12ab7be835be29eaafeafee73ab8c58a65d3d3b6,FALSE,TRUE,FALSE,2183488,71.3049450549,474,NA,NA,,0,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2760617,,/companies/2760617-aston-drywall-interior-systems-ltd?searched_category_id=474&service_area=1773821,a dependable honest company specializing in commercial construction & renovations,aston-drywall-interior-systems-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1823669,Aston Drywall Interior Systems Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,2009-04-30T09:32:11.000-04:00,FALSE,0,0,0,FALSE,2ff8c12cc6a250bae3754ac9d1a7df999744a7d6,FALSE,TRUE,FALSE,1773821,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2760618,NA,/companies/2760618-atlantic-pro-painting?searched_category_id=474&service_area=1773822,NA,atlantic-pro-painting,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1823670,Atlantic Pro Painting,1,1,0,10,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1773822,37.7934735699,474,NA,NA,NA,NA,2013-01-24T19:43:26.000-05:00
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2624682,NA,/companies/2624682-ed-s-drywall-ltd?searched_category_id=474&service_area=1637886,NA,ed-s-drywall-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1687734,Ed's Drywall Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1637886,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2599001,NA,/companies/2599001-twin-city-drywall-interiors?searched_category_id=474&service_area=1612205,NA,twin-city-drywall-interiors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662053,Twin City Drywall & Interiors,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1612205,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2763567,NA,/companies/2763567-quad-a-drywall?searched_category_id=474&service_area=1776771,NA,quad-a-drywall,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1826619,Quad-A-Drywall,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1776771,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2645030,NA,/companies/2645030-southeast-drywall?searched_category_id=474&service_area=1658234,NA,southeast-drywall,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1708082,Southeast Drywall,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1658234,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2594192,NA,/companies/2594192-citadel-drywall-acoustical-ltd?searched_category_id=474&service_area=1607396,NA,citadel-drywall-acoustical-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1657244,Citadel Drywall & Acoustical Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1607396,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2597363,NA,/companies/2597363-pinaud-drywall-acoustical-limited?searched_category_id=474&service_area=1610567,NA,pinaud-drywall-acoustical-limited,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1660415,Pinaud Drywall & Acoustical Limited,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1610567,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2760217,NA,/companies/2760217-added-look?searched_category_id=474&service_area=1773421,NA,added-look,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1823269,Added Look,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1773421,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2761971,NA,/companies/2761971-domar-interior?searched_category_id=474&service_area=1775175,NA,domar-interior,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1825023,Domar Interior,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1775175,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2616452,NA,/companies/2616452-c-d-drywall-inc?searched_category_id=474&service_area=1629656,NA,c-d-drywall-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1679504,C & D Drywall Inc,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1629656,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2598999,NA,/companies/2598999-tartan-drywall-ltd?searched_category_id=474&service_area=1612203,NA,tartan-drywall-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662051,Tartan Drywall Ltd,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1612203,-1.0,474,NA,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors,16,https://homestars.com/on/halifax%20regional%20municipality/drywall-contractors?&page=2&,Drywall Contractors,2756936,NA,/companies/2756936-amsa-drywall-contracting-services?searched_category_id=474&service_area=1770140,NA,amsa-drywall-contracting-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1819988,AMSA Drywall Contracting Services,0,0,0,NA,"Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1770140,0,474,NA,NA,NA,NA,NA
