Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/kemptville/building-supplies-and-hardware,3,https://homestars.com/on/kemptville/building-supplies-and-hardware,Building Supplies and Hardware,2782419,NA,/companies/2782419-kemptville-home-building-centre?searched_category_id=466&service_area=1835553,NA,kemptville-home-building-centre,2010-11-12T15:04:05.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1845471,Kemptville Home Building Centre,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,8dbb9e598d30db39f90a02862b07c8e3258215c7,FALSE,FALSE,FALSE,1835553,0,466,NA,NA,NA
https://homestars.com/on/kemptville/building-supplies-and-hardware,3,https://homestars.com/on/kemptville/building-supplies-and-hardware,Building Supplies and Hardware,2788330,NA,/companies/2788330-home-hardware-kemptville?searched_category_id=466&service_area=1846565,NA,home-hardware-kemptville,2011-06-18T13:38:31.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1851382,Home Hardware Kemptville,1,1,0,10,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1846565,18.342637507,466,NA,NA,2011-06-18T13:40:13.000-04:00
https://homestars.com/on/kemptville/building-supplies-and-hardware,3,https://homestars.com/on/kemptville/building-supplies-and-hardware,Building Supplies and Hardware,2752683,NA,/companies/2752683-de-pencier-building-supply?searched_category_id=466&service_area=1765887,NA,de-pencier-building-supply,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1815735,De Pencier Building Supply,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1765887,0,466,NA,NA,NA
