Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,210089,,/companies/210089-home-depot?searched_category_id=466&service_area=1826488,NA,home-depot,2006-11-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,64341,Home Depot - Abbotsford,16,14,0,8.25,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,2014-08-12T16:38:28.000-04:00,FALSE,FALSE,1826488,80.0198856392,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2807865,NA,/companies/2807865-eagle-west-truck-and-crane-inc?searched_category_id=466&service_area=1877130,NA,eagle-west-truck-and-crane-inc,2013-03-25T20:15:14.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1870865,Eagle West Truck and Crane Inc,1,1,0,10,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,2013-03-25T20:17:31.000-04:00,FALSE,FALSE,1877130,41.5659340659,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2706925,NA,/companies/2706925-home-hardware-building-centre?searched_category_id=466&service_area=1720129,NA,home-hardware-building-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1769977,Home Hardware Building Centre,1,1,0,10,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,2012-02-20T03:09:33.000-05:00,FALSE,FALSE,1720129,57.958107042,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2675170,NA,/companies/2675170-abbotsford-tool-centre?searched_category_id=466&service_area=1688374,NA,abbotsford-tool-centre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1738222,Abbotsford Tool Centre,1,1,0,10,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,2010-01-31T18:12:04.000-05:00,FALSE,FALSE,1688374,25.782967033,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,222808,,/companies/222808-rona?searched_category_id=466&service_area=1826496,NA,rona,2006-11-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,74457,Rona,5,5,0,6.8,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,2011-03-06T12:04:10.000-05:00,FALSE,FALSE,1826496,51.6798365957,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2691607,NA,/companies/2691607-true-cut-diamond-tools-ltd?searched_category_id=466&service_area=1704811,NA,true-cut-diamond-tools-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1754659,True-Cut Diamond Tools Ltd,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1704811,0,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,219799,NA,/companies/219799-pearce-hardware-ltd?searched_category_id=466&service_area=1822636,NA,pearce-hardware-ltd,2006-09-21T20:00:00.000-04:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,72011,Pearce Hardware Ltd,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1822636,0,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2602272,NA,/companies/2602272-a-dollar-plus-store?searched_category_id=466&service_area=1615476,NA,a-dollar-plus-store,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1665324,A Dollar Plus Store,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1615476,0,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,1408905,NA,/companies/1408905-ace-hardware?searched_category_id=466&service_area=433328,NA,ace-hardware,2008-01-14T14:16:07.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,471525,Ace Hardware,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,433328,0,466,NA,NA,NA
https://homestars.com/on/abbotsford/building-supplies-and-hardware,18,https://homestars.com/on/abbotsford/building-supplies-and-hardware?&page=2&,Building Supplies and Hardware,2650586,NA,/companies/2650586-mission-home-hardware?searched_category_id=466&service_area=1663790,NA,mission-home-hardware,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1713638,Mission Home Hardware,0,0,0,NA,"Building Supplies and Hardware, Hardware Tool, Cabinet Hardware, Hardware Store, Computer Hardware, Antique Hardware, lumber, roofing material, tools, materials, supplies, shingles, building supplies, building supply stores, building supplies stores,  hardware, home building supplies, wholesale building supplies, contractors building supplies, surplus building supplies, salvage building supplies, lumber stores, wood building supplies, hardware supplies, building supplies wholesale, lumber yard supply, house building supplies, apartment building supplies, builders supplies, building hardware, ,Stanby power generator, standby power generator, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1663790,0,466,NA,NA,NA
