Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,subdomain,completion_percent_cache
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,2801704,NA,/companies/2801704-elegant-living-decorating?searched_category_id=390&service_area=1876460,"Elegant Living Decorating is an interior decor company that
offers a variety of residential decor services to beautify your 
home. Good taste, loads of ideas and creative vision, will  ensure
happiness in your space. What are you waiting for?  
Services include: Color Consultation, space planning, flooring,
room make-overs, draperies, bedding, art/accessory advice and seasonal/holiday. Decor Solutions for your home.
Visit website elegantlivingdecorating.ca

",elegant-living-decorating,2012-09-25T16:39:22.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1864705,Elegant Living Decorating,4,2,0,9,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,0,FALSE,f5dc7ba8cc98bec68021d57ad0f80c7245f0bb70,TRUE,2012-10-02T19:03:11.000-04:00,FALSE,FALSE,1876460,31.0746719596,390,NA,NA,NA,NA,NA
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,2771933,,/companies/2771933-lorraine-thornhill-design?searched_category_id=390&service_area=1785137,"Simple home decorating projects, office design,in homes, condominiums, and small office spaces. 
Interior decor / deisgn consulting company, kitchens, bathrooms, flooring, drapery, blinds, shutters. Sourcing furnishings, bedding, reupholstery, framing, accessorizing and home selling/staging consultation. ",lorraine-thornhill-design,2008-04-15T05:35:26.000-04:00,NA,NA,,,"Home Decorating Consultant
Home Staging Consultant ",,,1996,1,"Cash, e-transfer, cheque","NSIT, New York Institute of Art and Design",,,FALSE,FALSE,,1 Hour,FALSE,FALSE,,1834985,Lorraine Thornhill Design,2,1,11,10,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,13,FALSE,fc9c5f669d4acc8d04157018c54808ba85ae3c84,TRUE,NA,TRUE,FALSE,1785137,72.0351872469,390,NA,NA,2008-04-15T05:35:26.000-04:00,lorraine,NA
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,2975511,NA,/companies/2975511-natalies-interior-design-peace?searched_category_id=390&service_area=2297665,NA,natalies-interior-design-peace,2022-11-07T17:15:02.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2037409,NatalieS Interior Design Peace,0,0,0,NA,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,0,FALSE,9d35404b87452d77138467123a2407c27e346785,FALSE,NA,FALSE,NA,2297665,0,390,NA,NA,2022-11-07T17:16:18.000-05:00,NA,0
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,198410,NA,/companies/198410-brady-painting-decorating?searched_category_id=390&service_area=1803532,NA,brady-painting-decorating,2008-01-23T10:23:39.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,54915,Brady Painting & Decorating,1,1,0,10,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,2012-03-19T10:12:05.000-04:00,FALSE,FALSE,1803532,67.4818407353,390,NA,NA,NA,NA,NA
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,2569859,NA,/companies/2569859-russell-associates-inc?searched_category_id=390&service_area=1583063,NA,russell-associates-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1632911,Russell Associates Inc,0,0,0,NA,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1583063,0,390,NA,NA,NA,NA,NA
https://homestars.com/on/stamford/interior-design,6,https://homestars.com/on/stamford/interior-design,Interior Design,223808,NA,/companies/223808-scott-and-co-design-consultants?searched_category_id=390&service_area=1803662,NA,scott-and-co-design-consultants,2008-01-23T10:35:18.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,75192,Scott and Co Design Consultants,0,0,0,NA,"Interior Design, Home Interior Designers, Kitchen Interior Design, interior, what is interior design, about interior design, design interior, interior by design, home designs, interior designer, designer interior, how to be a interior designer, what is an interior designer, home design, decorating ideas, design and decorating, decorating and design, interior designers, interior decoration, room design, interior design decoration, interior decorating, house decorating, home decorating, desings homes, interior design decorating, interior decorating design, decorating and interior design, home building plans, decorating tips, room designs, design homes, decorating design ideas, design photos, interior house, interior decorator, bedroom design, architecture design, bedroom designs, careers in design, interior designs, office design, architectural design, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1803662,0,390,NA,NA,NA,NA,NA
