Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2607510,http://www.jarmuth.com,/companies/2607510-jarmuth-construction-inc?searched_category_id=321&service_area=1620714,"General Contractors with comprehensive all trades expertise. Make the call, give us a trial.",jarmuth-construction-inc,2008-03-04T16:55:15.000-05:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1670562,Jarmuth Construction Inc,1,1,0,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2009-10-22T14:46:01.000-04:00,FALSE,0,0,0,FALSE,17a2a651f514c88bda68173cfca339b93ba6afd5,FALSE,2008-10-11T12:40:50.000-04:00,FALSE,FALSE,1620714,19.1483516484,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2792905,NA,/companies/2792905-build?searched_category_id=321&service_area=1853417,,build,2011-11-22T14:11:04.000-05:00,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1855957,Build.,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,2011-11-22T14:11:08.000-05:00,FALSE,0,0,0,FALSE,71247fa337a8f17d021bf71ad1066076465990d0,FALSE,NA,FALSE,FALSE,1853417,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2621262,NA,/companies/2621262-mcdonnell-carpentry-ltd?searched_category_id=321&service_area=1634466,NA,mcdonnell-carpentry-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1684314,McDonnell Carpentry Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1634466,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2751880,NA,/companies/2751880-stratford-industrial-bldg-maintenance-inc?searched_category_id=321&service_area=1765084,NA,stratford-industrial-bldg-maintenance-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1814932,Stratford Industrial Bldg Maintenance Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1765084,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2744989,NA,/companies/2744989-traugott-building-contractors-inc?searched_category_id=321&service_area=1758193,NA,traugott-building-contractors-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1808041,Traugott Building Contractors Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1758193,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2634656,NA,/companies/2634656-lang-contracting?searched_category_id=321&service_area=1647860,NA,lang-contracting,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1697708,Lang Contracting,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1647860,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2609985,NA,/companies/2609985-smp-carpentry?searched_category_id=321&service_area=1623189,NA,smp-carpentry,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1673037,SMP Carpentry,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1623189,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2769111,NA,/companies/2769111-culliton-construction?searched_category_id=321&service_area=1782315,NA,culliton-construction,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1832163,Culliton Construction,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1782315,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2584649,NA,/companies/2584649-hyde-construction-ltd?searched_category_id=321&service_area=1597853,NA,hyde-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647701,Hyde Construction Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1597853,0,321,NA,NA
https://homestars.com/on/statford/builders,15,https://homestars.com/on/statford/builders?&page=2&,Builders,2713067,NA,/companies/2713067-build?searched_category_id=321&service_area=1726271,NA,build,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1776119,Build,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1726271,0,321,NA,NA
