Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/deseronto/window-gutter-cleaning,1,https://homestars.com/on/deseronto/window-gutter-cleaning,Window & Gutter Cleaning,2970479,NA,/companies/2970479-swift-window-gutter-cleaning?searched_category_id=450&service_area=2285721,NA,swift-window-gutter-cleaning,2022-07-13T10:19:28.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2032390,Swift Window & Gutter Cleaning ,0,0,0,NA,"Window & Gutter Cleaning, Window Cleaning, Eavestrough cleaning, residential window cleaning, Windows, caulking,",0,2022-07-13T10:19:55.000-04:00,FALSE,0,0,0,0,FALSE,55a8c5a93ac34228385c3a7e37867ed237026132,FALSE,FALSE,2285721,0,450,NA,NA
