Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2904076,NA,/companies/2904076-reid-renovations-handyman-services?searched_category_id=374&service_area=2137867,NA,reid-renovations-handyman-services,2017-10-28T10:33:50.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1966261,Reid Renovations & Handyman Services   No Longer In Business,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2017-10-28T10:34:40.000-04:00,FALSE,0,0,0,0,FALSE,4e7d774bee27e6cc990d7521c98fc9b3ccb01966,FALSE,FALSE,FALSE,2137867,-1.0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2971185,,/companies/2971185-ihandyman?searched_category_id=374&service_area=2287352,"Handyman services now serving the Belleville, Tweed & Surrounding Areas
Services offered
Blink Camera
Ring Alarm
Ecobee Thermostat
Tv mounts
Painting
Furniture assembly
Faucet Installation
Tile and grout cleaning
Basic plumbing
Trim and baseboard
curtain rods installation
Security camera installation
Caulking
Faucet replacement
Light fixture replacement
& much more ask if not listed",ihandyman,2022-07-30T23:17:03.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2033096,iHandyMan ,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2022-07-30T23:17:34.000-04:00,FALSE,0,0,0,0,FALSE,4ebf75421e9ae12b086b0d860fe76a0d80f9d1dc,FALSE,TRUE,FALSE,2287352,-1.0,374,NA,NA,
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2787916,NA,/companies/2787916-belleville-flowers-flower-delivery?searched_category_id=374&service_area=1845949,NA,belleville-flowers-flower-delivery,2011-05-31T19:18:29.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1850968,Belleville Flowers (Flower Delivery),0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2011-05-31T19:18:30.000-04:00,FALSE,0,0,0,NA,FALSE,b979e5ee2bbcba9300fb6d3a3f6f3076673a24e2,FALSE,FALSE,FALSE,1845949,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2957137,NA,/companies/2957137-graham-property-maintenance?searched_category_id=374&service_area=2255429,NA,graham-property-maintenance,2021-06-11T15:17:55.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2019114,Graham Property Maintenance,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,2021-06-11T15:20:53.000-04:00,FALSE,0,0,0,0,FALSE,9745a751ae797f3bbe5ad9d39145e6e683d9e954,FALSE,TRUE,FALSE,2255429,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2630802,NA,/companies/2630802-fresh-habitat?searched_category_id=374&service_area=1644006,NA,fresh-habitat,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693854,Fresh Habitat,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1644006,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2656357,NA,/companies/2656357-george-porter-carpentry?searched_category_id=374&service_area=1669561,NA,george-porter-carpentry,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1719409,George Porter Carpentry,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1669561,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2657158,NA,/companies/2657158-harrison-home-improvements?searched_category_id=374&service_area=1670362,NA,harrison-home-improvements,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1720210,Harrison Home Improvements,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1670362,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2701545,NA,/companies/2701545-economical-interiors?searched_category_id=374&service_area=1714749,NA,economical-interiors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1764597,Economical Interiors,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1714749,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2706057,NA,/companies/2706057-handy-woman-home-renovations?searched_category_id=374&service_area=1719261,NA,handy-woman-home-renovations,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1769109,Handy Woman Home Renovations,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1719261,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2721200,NA,/companies/2721200-the-handiesman?searched_category_id=374&service_area=1734404,NA,the-handiesman,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1784252,The Handiesman,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1734404,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2705706,NA,/companies/2705706-habitat-for-humanity-restore?searched_category_id=374&service_area=1718910,NA,habitat-for-humanity-restore,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1768758,Habitat For Humanity ReStore,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1718910,0,374,NA,NA,NA
https://homestars.com/on/ellis/handyman-services,21,"c(""https://homestars.com/on/ellis/handyman-services?&page=2&"", ""https://homestars.com/on/ellis/handyman-services?&page=3&"")",Handyman Services,2713627,NA,/companies/2713627-mkb-construction-ltd?searched_category_id=374&service_area=1726831,NA,mkb-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1776679,MKB Construction Ltd,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1726831,0,374,NA,NA,NA
