Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2950217,NA,/companies/2950217-penticton-excavating?searched_category_id=351&service_area=2240235,NA,penticton-excavating,2020-11-27T15:09:26.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2012354,Penticton Excavating,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,2020-11-27T15:10:13.000-05:00,FALSE,0,0,0,0,FALSE,4b311110ec776f37f3d5bedf123220333f27aae0,FALSE,FALSE,FALSE,2240235,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2958042,,/companies/2958042-penticton-excavation?searched_category_id=351&service_area=2257448,"Penticton Excavation is a company focused on serving Penticton and the South Okanagan. Trenching, services & utilities, pool digs, landscaping & foundations form the core of our services.",penticton-excavation,2021-07-13T23:12:27.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2020019,Penticton Excavation,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,2021-07-13T23:15:58.000-04:00,FALSE,0,0,1,0,FALSE,1888c0ee40c5a8f8dffddd72c826a4601488e9ac,FALSE,TRUE,FALSE,2257448,0,351,NA,NA,
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2719437,NA,/companies/2719437-cookson-international-trucks-inc?searched_category_id=351&service_area=1732641,NA,cookson-international-trucks-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1782489,Cookson International Trucks Inc,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1732641,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2711957,NA,/companies/2711957-peel-it-backhoe-service?searched_category_id=351&service_area=1725161,NA,peel-it-backhoe-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1775009,Peel It Backhoe Service,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1725161,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2695433,NA,/companies/2695433-dave-s-backhoe-service?searched_category_id=351&service_area=1708637,NA,dave-s-backhoe-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1758485,Dave's Backhoe Service,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1708637,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2650516,NA,/companies/2650516-steven-dunham?searched_category_id=351&service_area=1663720,NA,steven-dunham,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1713568,Steven Dunham,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1663720,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2707898,NA,/companies/2707898-lockhart-holdings-ltd?searched_category_id=351&service_area=1721102,NA,lockhart-holdings-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1770950,Lockhart Holdings Ltd,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1721102,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2622615,NA,/companies/2622615-okanagan-underground-services-ltd?searched_category_id=351&service_area=1635819,NA,okanagan-underground-services-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1685667,Okanagan Underground Services Ltd,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1635819,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2720078,NA,/companies/2720078-parker-pacific-eq?searched_category_id=351&service_area=1733282,NA,parker-pacific-eq,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1783130,Parker Pacific Eq,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1733282,0,351,NA,NA,NA
https://homestars.com/on/penticton/excavation-demolition,13,https://homestars.com/on/penticton/excavation-demolition?&page=2&,Excavation,2713430,NA,/companies/2713430-rital-enterprises-ltd?searched_category_id=351&service_area=1726634,NA,rital-enterprises-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1776482,Rital Enterprises Ltd,0,0,0,NA,"Excavation, Excavation, Demolition, building construction, asphalt, demolition, trenching, excavator, excavators, what is excavation, excavating, excavations, excavate, excavated, earth moving, mini excavator, earthmoving, mini excavators, excavator sale, excavator for sale, excavators for sale, excavators sale, cat excavator, excavator cat, land clearing, excavator rental, rental excavator, backhoe excavator, cat excavators, micro excavator, hitachi excavator, caterpillar excavator, caterpillar excavators, excavator buckets, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1726634,0,351,NA,NA,NA
