Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,subdomain
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2936446,NA,/companies/2936446-floor-coverings-international-regina?searched_category_id=359&service_area=2209415,NA,floor-coverings-international-regina,2019-10-29T12:34:27.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1998620,Floor Coverings International Regina,3,3,18,10,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,2019-10-29T12:35:18.000-04:00,FALSE,0,0,18,0,FALSE,1773e9beced2a9f0f63b90408b0a83d98e9bba76,FALSE,TRUE,FALSE,2209415,89.545030799,359,NA,NA,NA,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2638550,NA,/companies/2638550-mckenna-s-flooring-supplies-ltd?searched_category_id=359&service_area=1651754,"McKenna Distribution is Saskatchewan's most innovative flooring and building supply distributor located in Regina, SK. Our mission is to provide customers with new and exciting products with a variety of selection. We pride ourselves in offering exceptional customer service as defined by knowledge, price, availability, quality and convenience. ",mckenna-s-flooring-supplies-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1701602,Mc Kenna Distribution,1,1,0,9,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,2015-10-23T14:26:53.000-04:00,FALSE,0,0,0,NA,FALSE,ec306d2b6065758d0031dd15a4743e30f7e64e24,FALSE,FALSE,FALSE,1651754,58.1024532857,359,NA,NA,2014-12-11T22:34:29.000-05:00,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2932939,https://regina.floorcoveringsinternational.com,/companies/2932939-floor-coverings-international-regina?searched_category_id=359&service_area=2201371,,floor-coverings-international-regina,2019-07-09T18:50:37.000-04:00,NA,NA,NA,,,,,NA,NA," E Transfer, Cash, Cheque and Credit Card",,,,TRUE,FALSE,,,TRUE,FALSE,2 Year Installer Warranty. Kindly ask for more details on manufacturers warranty.,1995113,Floor Coverings International - Regina,1,0,8,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,2019-07-09T18:57:58.000-04:00,FALSE,0,0,9,0,FALSE,e9508044d57f9ddae2c49fd620c5f97a74afa1c4,FALSE,TRUE,FALSE,2201371,0,359,NA,NA,NA,fcisaskatchewan
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2624816,NA,/companies/2624816-end-of-the-roll?searched_category_id=359&service_area=1638020,NA,end-of-the-roll,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1687868,End Of The Roll,5,4,0,7.25,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1638020,65.2063675992,359,NA,NA,2012-12-23T15:30:01.000-05:00,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2645152,NA,/companies/2645152-prestige-commercial-interiors-1992-ltd?searched_category_id=359&service_area=1658356,NA,prestige-commercial-interiors-1992-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1708204,Prestige Commercial Interiors (1992) Ltd,2,2,0,9,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1658356,70.0553656683,359,NA,NA,2014-06-17T09:18:12.000-04:00,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2606344,NA,/companies/2606344-alford-s?searched_category_id=359&service_area=1619548,NA,alford-s,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1669396,Alford'S,1,1,0,8,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1619548,18.2179396645,359,NA,NA,2013-05-23T15:10:27.000-04:00,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2606346,NA,/companies/2606346-allied-tiling-floors-ltd?searched_category_id=359&service_area=1619550,NA,allied-tiling-floors-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1669398,Allied Tiling & Floors Ltd,0,0,0,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1619550,0,359,NA,NA,NA,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2609267,NA,/companies/2609267-bayne-s-flooring-blinds?searched_category_id=359&service_area=1622471,NA,bayne-s-flooring-blinds,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1672319,Bayne'S Flooring & Blinds,0,0,0,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1622471,0,359,NA,NA,NA,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2614349,NA,/companies/2614349-carpet-one?searched_category_id=359&service_area=1627553,NA,carpet-one,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1677401,Carpet One,0,0,0,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1627553,0,359,NA,NA,NA,NA
https://homestars.com/on/regina/floor-retailers,53,"c(""https://homestars.com/on/regina/floor-retailers?&page=2&"", ""https://homestars.com/on/regina/floor-retailers?&page=3&"", ""https://homestars.com/on/regina/floor-retailers?&page=4&"", ""https://homestars.com/on/regina/floor-retailers?&page=5&"", ""https://homestars.com/on/regina/floor-retailers?&page=6&"")",Floor Retailers,2617782,NA,/companies/2617782-classic-painting-decorating?searched_category_id=359&service_area=1630986,NA,classic-painting-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1680834,Classic Painting & Decorating,0,0,0,NA,"Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1630986,0,359,NA,NA,NA,NA
