Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,completion_percent_cache
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2784004,NA,/companies/2784004-way-more-quality-painting?searched_category_id=409&service_area=1839932,NA,way-more-quality-painting,2011-02-08T12:39:58.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1847056,Way More Quality Painting,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,785b656ca8174a4ec0dcdbe4530292b2eaf82351,FALSE,FALSE,FALSE,1839932,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2907098,https://www.2ndkoat.ca,/companies/2907098-2ndkoat-painting?searched_category_id=409&service_area=2144327,"Residential and small business interior & Exterior painting and staining. Includes decks and fences.  Free estimates, seniors discount",2ndkoat-painting,2018-01-09T19:43:41.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1969283,2nd Koat Painting,0,0,22,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,25,FALSE,29a70b9768a2b45236a8795b6f27a2d873695b8d,FALSE,TRUE,FALSE,2144327,0,409,NA,NA,2018-01-09T19:44:26.000-05:00,0
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2783994,NA,/companies/2783994-r-j-painting-plus?searched_category_id=409&service_area=1839912,NA,r-j-painting-plus,2011-02-08T12:27:28.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1847046,R.J. Painting Plus,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,bd7c34d0fe4081d0c222cb66d63b9e6f031296b6,FALSE,FALSE,FALSE,1839912,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2738879,NA,/companies/2738879-mie-autobody-collision?searched_category_id=409&service_area=1752083,NA,mie-autobody-collision,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1801931,MIE Autobody & Collision,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1752083,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2737309,NA,/companies/2737309-joe-s-auto-body-shop-son?searched_category_id=409&service_area=1750513,NA,joe-s-auto-body-shop-son,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800361,Joe's Auto Body Shop & Son,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1750513,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,1531064,NA,/companies/1531064-aubuchon-hardware?searched_category_id=409&service_area=555487,NA,aubuchon-hardware,2008-01-17T16:10:23.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,593684,Aubuchon Hardware,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,555487,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2625247,NA,/companies/2625247-ashe-lloyd-painting-contractor?searched_category_id=409&service_area=1638451,NA,ashe-lloyd-painting-contractor,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1688299,Ashe Lloyd Painting Contractor,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1638451,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2647355,NA,/companies/2647355-rent-a-painter?searched_category_id=409&service_area=1660559,NA,rent-a-painter,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1710407,Rent-A-Painter,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1660559,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2717472,NA,/companies/2717472-townview-auto-body?searched_category_id=409&service_area=1730676,NA,townview-auto-body,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1780524,Townview Auto Body,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1730676,0,409,NA,NA,NA,NA
https://homestars.com/on/brockville/paint-wallpaper-contractors,13,https://homestars.com/on/brockville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2725986,NA,/companies/2725986-brockville-motor-sales-ltd?searched_category_id=409&service_area=1739190,NA,brockville-motor-sales-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1789038,Brockville Motor Sales Ltd,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1739190,0,409,NA,NA,NA,NA
